Name of Crops,2014-15,,2015-16,,2016-17,
,"Area
(acres)","Production
(MT)","Area
(acres)","Production
(MT)","Area
(acres)","Production
(MT)"
Potato,,,,,,
Local,172712,791500,170439,798236,183413,897545
HYV,991209,8462785,1004539,8675863,1051458,9318412
Sub-Total,1163921,9254285,1174978,9474099,1234871,10215957
Sweet Potato,62392,254633,61470,259372,63604,262702
Total,1226313,9508918,1236448,9733471,1298475,10478659
