10063000 Rice medium quality,mton,3681862,256984,2961281,206952,906540,72763,500209,35391
"120991- Vegetable seeds for
sowing",Kg,119075,26197,51540,1727,14296,23816,15357,31359
"120999 Seeds, for sowing,other",Kg,29782,234,80592,19549,-,-,9737,2175
"121190 Plant & part etc., used
in perfumery",Kg,245,13,138,3,169763,25318,338619,54159
