Variety,2015-16,,2016-17,,"Percentage
changes over
previous year"
,"Yield per
acre
(Maunds)","Yield per
hectare
(M.Ton)","Yield per
acre
(Maunds)","Yield per
hectare
(M.Ton)",
Local Boro,20.48,1.889,20.99,1.937,(+) 2.541%
HYV Boro,41.85,3.86,42.42,3.913,(+) 1.373%
"Hybrid
Boro",51.51,4.751,51.34,4.736,(-) 0.316%
Total Boro,43.02,3.968,43.63,4.025,(+) 1.436%
