Sirajgong,1837,8418,30.49,2567,4404,4.21,18541
Gibandha,0,2068,50.00,1034,1034,5.00,5170
Kurigram,0,240,50.00,120,120,4.57,548
Bangladesh,1837,10726,34.69,3721,5558,4.36,24259
