"Tenancy and farm
type & size",Total,"Cattle
Holdings Herd
reporting population",,"Buffalo
Holdings Herd
reporting population",,"Goat-sheep
Holdings Herd
reporting population",,"Fowls
Holdings Flock
reporting population",,"Ducks
Holding Flock
reporting population",
1,2,3,4,5,6,7,8,9,10,11,12
