Variety,2015-2016,,2016-2017,,"Percentage
(%) changes
over previous
year"
,"Area
(in acres)","Area
(in hectares)","Area
(in acres)","Area
(in hectares)",
Local Aus,"5,23,605","2,11,891","4,65,703","1,88,460",(-) 11.06
HYV Aus,"19,91,898","8,06,077","18,61,285","7,53,221",(-) 6.56
Total Aus,"25,15,503","10,17,968","23,26,988","9,41,681",(-) 7.49
