Name of Crops,2014-15,,2015-16,,2016-17,
,"Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)"
Barley,860,307,880,317,814,287
Jower(Bhadi+Rabi),488,124,230,102,207,92
Bazra,94,50,89,48,76,40
Maize (Rabi & Kharif),803869,2271998,827387,2445578,963000,3025392
Cheena & Kaon,2911,1738,2920,1229,2627,1054
"Other Cereals (Rabi
& Kharif)",391,83,645,203,1255,485
Total,808613,2274300,832151,2447477,967979,3027350
