Variety,2015-2016,,2016-2017,,"Percentage
changes
over
previous
year"
,"Yield per
acre
(Maunds)","Yield per
hectare
(M.Ton)","Yield per
acre
(Maunds)","Yield per
hectare
(M.Ton)",
Broadcast Aman,12.92,1.192,13.10,1.208,(+)1.39%
"Local Transplant (L.T.)
Aman",18.06,1.665,18.23,1.681,(+) 0.94%
High Yielding Variety (HYV),29.36,2.709,29.72,2.742,(+)1.23%
Total Aman,26.15,2.412,26.52,2.446,(+) 1.41%
