Name of Crops,2014-15,,2015-16,,2016-17,
,"Area
(acre)","Production
(MT)","Area
(acres)","Production
(MT)","Area
(acres)","Production
(MT)"
"Cotton (Rabi &
Khrif)",33431,29714,33780,33151,32809,31205
Bhadai Sunhemp,-,-,23,50,23,52
"Rabi Sunhemp
(Sanpat)",117,2452,106,85,91,73
"Other Rabi Fibres
(Shimul Cotton)",28,10907,57,12040,6,11665
Total-,33576,43073,33966,45326,32929,42995
