Sylhet,510,730,30.14,220,730,32.26,879
Tangail,1713,1091,32.17,351,2064,19.57,1508
Blogra,6165,170,39.41,67,6232,26.24,6104
Bangladesh,8388,1991,32.04,638,9026,25.20,8491
