Name of Crops,2015-16,,2016-17,,2017-18,
,"Area
(acre)","Production
(MT)","Area
(acres)","Production
(MT)","Area
(acres)","Production
(MT)"
"Cotton (Rabi &
Khrif)",33780,33151,32809,31205,32370,30790
Bhadai Sunhemp,23,50,23,52,0,0
"Rabi Sunhemp
(Sanpat)",106,85,91,73,83,360
"Other Rabi Fibres
(Shimul Cotton)",57,12040,6,11665,20137,17052
Total-,33966,45326,32929,42995,52590,48202
