Variety,2016-17,,2017-18,,"Percentage
changes
over
previous
year"
,"Area
(Acre)","Area
(Hectare)","Area
(Acre)","Area
(Hectare)",
Local,"1,83,413","74,223","18,06,30","73,097",(-) 1.517 %
High Yielding Variety,"10,51,458","4,25,502","99,90,72","40,43,03",(-) 4.982 %
Total,"12,34,871","4,99,725","11,79,703","47,74,00",(-) 4.468 %
