Rangamati,989,1356,18.00,244,1233,15.30,704
Sylhet,344,655,35.00,230,574,16.20,347
Sirajganj,132,-,-,-,132,13.20,65
Bangladesh,1465,2011,24.00,474,1939,15.42,1116
