10063000 Rice medium quality,mton,2961281,206952,906540,72763,500209,35391,,
"12099100- Vegetable seeds for
sowing",Kg,51540,1727,14296,23816,15357,31359,13037,25981
"12099900- Seeds, for
sowing,other",Kg,80592,19549,-,-,9737,2175,4000,332
"121190 11-Plant & part etc.,
used in perfumery",Kg,138,3,169763,25318,338619,54159,11800,408
