"Tenancy and farm
type & size",Total,"Cattle
Herd
Holdingsreporting population",,"Buffalo
Herd
Holdingsreporting population",,"Goat-sheep
Herd
Holdingsreporting population",,"Fowls
Flock
Holdingsreporting population",
1,2,3,4,5,6,7,8,9,10
