Zila/Division,,2017-18,,,,,2018-19,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
33,Jessore,61849,25029,58,5,134433,65884,26662,62.96,5.807,154836
34,Jhenaidah,2101,850,58,5,4556,9940,4023,56.38,5.200,20919
35,Khulna,56804,22987,48.65,4.487,103155,85881,34754,55.70,5.138,178558
36,Kustia,4776,1933,51,5,9146,8675,3511,49.36,4.553,15984
37,Magura,14231,5759,50,5,26794,8124,3288,48.87,4.508,14820
38,Meherpur,3716,1504,56,5,7775,3689,1493,53.74,4.957,7400
39,Narail,39776,16096,52.30,4.824,77652,51199,20719,50.87,4.692,97219
40,Satkhira,39131,15835,49.45,4.561,72229.49,38126,15429,50.36,4.645,71669.5
4,"Khulna
Division",326592,132165,51.98,4.795,633702,351499,142244,55.98,5.164,734531
41,Jamalpur.,59260,23981,48.10,4.437,106398,91889,37185,52.31,4.825,179422
42,Mymensingh,71730,29028,53.91,4.973,144344,99143,40121,51.31,4.733,189885
43,Netrokona,27201,11008,50.87,4.692,51650,54120,21901,49.17,4.535,99331
44,Sherpur,101616,41122,46.83,4.320,177629,117527,47561,45.83,4.227,201055
5,"Mymensingh
Division",259807,105138,49.50,4.566,480021,362679,146768,49.47,4.563,669693
45,Bogura,36724,14861,55.16,5.088,75614,38410.5,15544,59.54,5.492,85366
46,Joypurhat,45221,18300,50.41,4.650,85091,25265,10224,49.08,4.527,46286
47,Naogaon,23956,9694,56.03,5.168,50103,21511.58,8705,53.23,4.910,42742
48,Natore,2079,841,58.34,5.381,4527,2005,811,56.89,5.248,4258
49,"Chapai
Nawabgonj",1704,690,48.50,4.474,3085,1405,569,46.19,4.261,2422
50,Pabna,3518,1424,50.89,4.694,6683,3205,1297,48.61,4.484,5815
51,Rajshahi,11267,4560,55.92,5.158,23518,11500,4654,53.30,4.916,22880
52,Sirajgonj,23178,9380,54.01,4.982,46728,24075,9743,52.64,4.855,47305
6,"Rajshahi
Division",147647,59750,53.59,4.943,295349,127377.1,51547,54.07,4.987,257075
53,Dinajpur,40350,16329,52.03,4.799,78365,29496,11936,51.62,4.761,56834
54,Gaibandha,74438,30123,49.44,4.560,137373,75595,30592,48.55,4.478,136997
55,Kurigram,83548,33810,50.86,4.691,158613,82089,33220,49.12,4.531,150512
56,Lalmonirhat,49110,19874,43.43,4.006,79614,46315,18743,47.79,4.408,82620
57,Nilphamari,81500,32981,44.54,4.108,135499,88851,35956,51.03,4.707,169245
58,Panchagar,12494,5056,50.10,4.621,23365,17359,7025,49.90,4.603,32333
59,Rangpur,124914,50550,53.83,4.965,250994,131334,53148,59.23,5.463,290366
60,Thakurgaon,21367,8647,56.76,5.236,45270,22437,9080,54.70,5.046,45812
7,"Rangpur
Division",487721,197370,49.94,4.606,909093,493476,199699,52.37,4.831,964719
61,Hobigonj,101673,41145,46.53,4.292,176590,104436,42263,45.97,4.240,179206
62,Maulovibazar,3272,1324,46.20,4.261,5643,3973,1608,45.12,4.162,6691
63,Sunamgonj,71606,28977,48.10,4.437,128565,84230,34086,47.84,4.413,150413
64,Sylhet,10495,4247,43.43,4.006,17014,10774,4360,42.07,3.881,16919
8,"Sylhet
Division",187046,75693,46.95,4.331,327811,203413,82317,46.52,4.291,353229
BANGLADESH,,1935471,783242,50.91,4.696,3678373,2107983,853055,52.25,4.820,4111420
