Variety,2017-2018,,2018-2019,,"Percentage
changes over
previous year"
,"Yield per
acre
(Maunds)","Yield per
hectare
(M.Ton)","Yield per
acre
(Maunds)","Yield per
hectare
(M.Ton)",
Broadcast Aman,13.12,1.210,12.82,1.183,(-) 2.23
Local Transplant (L.T.) Aman,15.52,1.432,15.76,1.454,(+) 1.53
High Yielding Variety (HYV),30.24,2.789,30.44,2.808,(+)0.68
Total Aman,26.71,2.464,27.10,2.500,(+) 1.46
