Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,233,328,241,341,242,350
2,Barishal,508,865,514,899,525,920
3,Bhola,697,2157,909,2016,926,2042
4,Jhallokati,573,454,594,632,518,421
5,Patuakhali,184,142,189,211,190,220
6,Pirojpur,314,562,322,578,317,579
1,Barishal,2509,4508,2769,4677,2718,4532
7,Bandarban,542,960,556,987,558,990
8,Brahmanbaria,1089,2260,753,1779,751,2453
9,Chandpur,692,945,692,945,963,960
10,Chattogram,2487,5930,2495,5950,1799,6297
11,Cumilla,2010,6063,1860,5438,1799,5466
12,Cox's Bazar,647,1511,590,1473,590,1476
13,Feni,316,487,327,497,314,518
14,Khagrachhari,662,1346,676,1371,693,1446
15,Laksmipur,789,1073,786,1062,766,1041
16,Noakhali,1452,1346,1210,578,1215,800
17,Rangamati,639,940,638,921,627,904
2,Chattogram,11325,22861,10583,21001,10075,22351
18,Dhaka,1421,4912,1432,4267,1432,4467
19,Faridpur,480,892,480,895,480,895
20,Gazipur,1018,1788,474,645,462,618
21,Gopalganj,289,821,289,821,289,820
22,Kishorganj,1165,3444,1187,3515,1161,3655
23,Madaripur,366,557,414,687,349,590
24,Manikganj,751,3883,765,3894,780,3951
25,Munshiganj,523,788,553,859,548,965
26,Narayanganj,808,2055,808,2055,799,2051
27,Narsingdi,2839,12801,2839,12801,2807,12622
28,Rajbari,712,1594,734,1649,531,1323
29,Shariatpur,369,497,380,520,377,497
30,Tangail,1879,3358,1896,3431,1892,3436
3,Dhaka,12620,37390,12251,36039,11907,35890
31,Bagerhat,504,1030,522,1357,519,1198
32,Chuadanga,643,1209,640,1201,761,1496
33,Jashore,2700,8994,2724,9092,2753,9197
34,Jhenaidah,1570,7477,1539,7173,1569,6815
35,Khulna,519,1928,525,1934,531,1960
36,Kushtia,634,1956,624,1849,634,1954
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,173,553,169,577,174,592
38,Meherpur,449,2204,468,2345,480,2435
39,Narail,370,1279,328,1128,361,1235
40,Satkhira,693,1772,676,1701,692,3578
4,Khulna,8255,28402,8215,28357,8474,30460
41,Jamalpur,664,1577,1100,2270,1298,2625
42,Mymensingh,2138,6238,2100,6119,2116,6118
43,Netrakona,430,720,454,734,502,822
44,Sherpur,621,1798,641,1890,636,2071
5,Mymensingh,3853,10333,4295,11013,4552,11636
45,Bogura,998,2979,1018,3623,1008,3587
46,Joypurhat,220,814,228,830,221,826
47,Naogaon,756,2451,789,2598,796,2622
48,Natore,523,1099,503,1061,523,1102
49,Chapai Nawabganj,183,376,211,438,211,438
50,Pabna,663,830,688,879,688,3913
51,Rajshahi,932,3630,531,2123,989,923
52,Sirajganj,611,1288,631,1383,649,990
6,Rajshahi,4886,13467,4599,12935,5085,14401
53,Dinajpur,711,1780,689,1602,697,1249
54,Gaibandha,387,739,443,858,447,872
55,Kurigram,333,493,336,495,339,452
56,Lalmonirhat,238,690,236,624,244,647
57,Nilphamari,408,1239,367,1145,375,1196
58,Panchagarh,457,1232,458,1232,462,1241
59,Rangpur,520,906,523,913,531,902
60,Thakurgaon,355,692,357,700,372,842
7,Rangpur,3409,7771,3409,7569,3467,7401
61,Habiganj,1213,3678,1220,4168,1778,3802
62,Maulvibazar,420,1234,440,1265,441,1268
63,Sunamganj,1168,4654,1172,4681,1172,8682
64,Sylhet,1937,3197,1935,3155,1909,3627
8,Sylhet,4738,12763,4767,13269,5300,17379
,BANGLADESH,51595,137495,50888,134860,51578,144050
