Blac kgram (Mash kalai),,,,,,,,,,
Madaripur,1156,55,,0.06,,8.2,0,8.2,495,4.059
Total,1156,55,,0.06,,8.2,0,8.2,495,4.059
Lentil (Masur),,,,,,,,,,
Madaripur,2592,,463.36,,0.18,71.34,0,71.34,513.3333,36.6212
Total,2592,,463.36,,0.18,71.34,0,71.34,513.3333,36.6212
