10063000 Rice medium quality,mton,906540,72763,500209,35391,,,25002000,877631
"1209- Vegetable seeds for
sowing",Kg,14296,23816,15357,31359,13037,25981,459320,81752
"1209- Seeds, for sowing,other",Kg,-,-,9737,2175,4000,332,459320,81777
"1211-Plant & part etc., used in
perfumery",Kg,169763,25318,338619,54159,11800,408,251850,51285
