Variety,2017-18,,2018-19,,"Percentage
changes over
previous year"
,"Area
(Acre)","Area
(Hectare)","Area
(Acre)","Area
(Hectare)",
Local,"1,80,630","73,097","1,72,569","69,835",(-) 4.46%
High Yielding Variety,"9,99,073","4,04,303","9,84,833","3,98,540",(-) 1.43%
Total,"11,79,703","4,77,400","11,57,402","4,68,375",(-) 1.89%
