Name of Crops,2016-17,,2017-18,,2018-19,
,"Area
(acre)","Production
(MT)","Area
(acres)","Production
(MT)","Area
(acres)","Production
(MT)"
Cotton (Rabi & Khrif),32809,31205,32370,30790,30968,19152
Bhadai Sunhemp,23,52,0,0,0,0
Rabi Sunhemp,91,73,83,360,77,58
Shimul Cotton,6,11665,20137,17052,18104,8574
Total,32929,42995,52590,48202,49149,27784
