Sylhet,5074,27485,22.83,6276,11350,30.22,12550
Maulvibazar,160,2810,56.70,1593,1753,37.80,2473
Sunamgonj,49230,37203,23.17,8620,57850,37.80,81625
Hobigonj,473,100,53.00,53,526,48.10,944
Bangladesh,54937,67598,24.47,16542,71479,36.58,97592
