180,Betel nut,-,"29,548","30,343","30,475","30,354","30,318","30,420","30,876","30,345","31,146","30,852","31,082","30,932",
,,,,,,,,,,,,,,,"30,558"
181,"Betel leaves
bangla",Large,"9,265","10,828","11,743","11,234","9,327","8,599","7,700","7,974","8,268","8,907","8,928","9,048",
,,,,,,,,,,,,,,,"9,318"
182,",,",Medium,"7,054","8,286","7,670","7,889","6,730","5,816","5,339","5,287","5,482","5,810","6,093","6,213",
,,,,,,,,,,,,,,,"6,472"
183,",,",Small,"3,847","4,561","4,530","4,395","3,516","3,112","2,822","2,955","2,984","3,081","3,265","3,344",
,,,,,,,,,,,,,,,"3,534"
184,",,",Sanchi,"2,578","3,380","3,165","2,619","4,479","2,069","1,998","2,006","2,003","2,133","1,878","2,106",
,,,,,,,,,,,,,,,"2,534"
185,Fruits:,Mango Guti,-,-,-,-,"3,978","3,414","4,668",-,-,-,-,-,
,,,,,,,,,,,,,,,"4,020"
186,,Gopalbhog,-,-,-,-,"5,965","4,928","5,960",-,-,-,-,-,
,,,,,,,,,,,,,,,"5,618"
187,,Himsagor,-,-,-,-,"5,842","5,113","6,666","7,900",-,-,-,-,
,,,,,,,,,,,,,,,"6,380"
188,,Langra,-,-,-,-,"5,696","5,128","6,282","10,250",-,-,-,-,
,,,,,,,,,,,,,,,"6,839"
189,,Fazli,-,-,-,-,-,"4,757","6,501","7,983","9,833",-,-,-,
,,,,,,,,,,,,,,,"7,269"
190,,Aswini,-,-,-,-,-,"3,175","5,002","7,008","10,503",-,-,-,
,,,,,,,,,,,,,,,"6,422"
191,Jackfruits,Large(4+kg),-,-,-,-,"14,839","8,471","7,727","12,773","10,500",-,-,-,
,,,,,,,,,,,,,,,"10,862"
192,,Small,-,-,-,-,"7,447","4,150","4,253","5,833","9,000",-,-,-,
,,,,,,,,,,,,,,,"6,137"
193,Fruits,Green Coconut,"2,748","2,754","2,835","2,939","3,138","3,237","3,208","3,275","3,353","3,358","3,323","3,268",
,,,,,,,,,,,,,,,"3,120"
194,,Batabi lebu,"1,325","1,400","1,483","1,450","2,283","1,725","2,067","1,876","1,930","2,064","2,381","2,293",
,,,,,,,,,,,,,,,"1,856"
195,,Elachi lebu,305,341,362,375,402,329,291,290,306,332,331,339,
,,,,,,,,,,,,,,,334
196,,Kagozi lebu,298,344,359,374,351,317,270,267,293,320,318,312,
,,,,,,,,,,,,,,,319
197,",,",Guava,"6,471","5,925","5,544","5,324","5,902","5,202","3,900","3,482","3,810","4,244","5,125","5,139","5,006"
198,",,",Amra,-,-,-,-,-,-,"2,012","2,410","2,539","2,976","3,106","2,967",
,,,,,,,,,,,,,,,"2,668"
