Dinajpur,30,167,15.00,25,55,54.22,111
Thakurgaon,-,38,24.00,9,9,59.36,20
Rangpur,12,27,33.00,9,21,39.37,31
Bangladesh,42,232,18.00,43,85,51.06,162
