"Tenancy
and farm
type &
size",Total,"Cattle
Herd
Holdingsrepo populati
rting on",,"Buffalo
Herd
Holdingsrepo populati
rting on",,"Goat-sheep
Herd
Holdingsrepo populati
rting on",,"Fowls
Flock
Holdingsrepo populati
rting on",,"Ducks
Holdingrepo Flockpopul
rting ation",
1,2,3,4,5,6,7,8,9,10,11,12
