Name of Crops,2016-17,,2017-18,,2018-19,
,"Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)"
Barley,814,287,745,244,471,157
Jower(Bhadoi+Rabi),207,92,181,87,196,87
Bazra,76,40,71,38,-,-
Maize (Rabi & Kharif),963000,3025392,989582,3288102,1099884,3569321
Cheena & Kaon,2627,1054,2246,940,1541,617
Binnidana,-,-,-,-,9,5
Other Cereals,1255,485,-,-,-,-
Total,967979,3027350,992825,3289411,1102101,3570187
