Jamalpur,5633,443,68.00,301,5934,54.59,12092
Sherpur,216,308,50.00,154,370,58.36,806
Netrakona,241,101,25.00,25,266,67.91,674
Mymensingh,519,749,39.00,293,812,39.87,1208
Joypurhat,629,-,-,-,629,49.06,1152
Naogaon,578,-,-,-,578,60.42,1304
Bangladesh,7816,1601,48.00,773,8589,53.76,17236
