Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,"2017-
18",2018-19,2016-17,2017-18,2018-19
37,Magura,0,0,236,0,0,0,1000,1000,1105,1000,1002,1105
38,Meherpur,0,0,17,0,0,0,48,48,31,48,29,31
39,Narail,0,0,66,0,0,73,296,296,257,296,332,330
40,Satkhira,0,0,3,0,0,0,449,449,469,449,449,469
4,Khulna,0,0,712,0,0,73,4765,1793,4853,4765,4791,4926
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0,6,6,7,6,5,7
43,Netrakona,0,0,0,0,0,0,8,8,10,8,9,10
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0,14,14,17,14,14,17
45,Bogura,0,0,9,0,0,0,72,0,70,72,70,70
46,Joypurhat,0,0,0,0,0,0,5,0,6,5,5,6
47,Naogaon,0,0,22,0,0,0,45,0,50,45,45,50
48,Natore,0,0,0,0,0,0,15,0,15,15,19,15
49,Chapai Nawabganj,0,0,0,0,0,0,3,0,3,3,3,3
50,Pabna,0,0,0,0,0,0,55,0,68,55,63,68
51,Rajshahi,0,0,12,0,0,0,70,70,80,70,76,80
52,Sirajganj,0,0,0,0,0,0,34,34,36,34,32,36
6,Rajshahi,0,0,43,0,0,0,299,104,328,299,313,328
53,Dinajpur,0,0,4,0,0,0,6,0,10,6,8,10
54,Gaibandha,0,0,1,0,0,0,0,0,1,0,1,1
55,Kurigram,0,0,17,0,0,0,0,0,15,0,17,15
56,Lalmonirhat,0,0,1,0,0,0,3,0,6,3,4,6
57,Nilphamari,0,0,6,0,0,0,21,0,22,21,21,22
58,Panchagarh,0,0,18,0,0,0,144,0,121,144,136,121
59,Rangpur,0,0,5,0,0,0,10,10,13,10,13,13
60,Thakurgaon,0,0,1,0,0,0,4,4,4,4,4,4
7,Rangpur,0,0,53,0,0,0,188,14,192,188,204,192
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0,33,33,0,33,25,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,3,3,6,3,6,6
8,Sylhet,0,0,0,0,0,0,36,36,6,36,31,6
,BANGLADESH,8,8,5832,61,61,1660,10030,2655,10961,10091,10679,12621
