Variety,2017-2018,,2018-2019,,"Percentage (%)
changes over
previous year"
,"Area
(in acres)","Area
(in hectares)","Area
(in acres)","Area
(in hectares)",
Local Aus,"3,96,308","1,60,377","4,33,685","1,75,503",(+) 9.43
HYV Aus,"22,60,276","9,14,684","22,97,691","9,29,825",(+) 1.66
Total Aus,"26,56,584","10,75,061","27,31,376","11,05,328",(+) 2.82
