0,1,2,3,4
"Percentage
of
partial
damage","Area in terms of
full damage
(caused by
partial damage)","Total area
damaged
(Acres)
(Col. 2+5)","Yield per
acre (kg)","Production
Loss in
(Metric Ton)"
