"Agriculture
Products",2018-19,,2019-20,,2020-21,
,"Quantity
(M.Ton)","Value in
‘000’Tk","Quantity
(M.Ton)","Value in
‘000’Tk","Quantity
(M.Ton)","Value in
‘000’Tk"
Tea,657,237177,1034,239735,1602,307349
Fish,13461,3941167,12189,3418756,14250,4375898
Raw Cotton,54710,2570738,47269,2030757,63353,2667136
Spices,185,65314,160,47049,463,128621
