District name,Mar-2021,,,,,,,,,,,,,,,,,,,,,,,
,With Food,,,,,,,,,,,,,,,,,,"Without Food (in
TK)",,,,,
,One meal,,,,,,Two meal,,,,,,Three meal,,,,,,,,,,,
,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,
Banderban,-,,,-,,,-,,,-,,,-,,,-,,,407,,,271,,
Khagrachari,400,,,250,,,-,,,-,,,-,,,-,,,441,,,283,,
Rangamati,351,,,279,,,303,,,231,,,-,,,-,,,456,,,319,,
Chattogram,540,,,428,,,502,,,363,,,371,,,345,,,546,,,337,,
Cox’sbazar,565,,,455,,,546,,,433,,,538,,,412,,,624,,,475,,
Cumilla,462,,,425,,,408,,,400,,,398,,,400,,,488,,,406,,
Chandpur,-,,,-,,,-,,,-,,,-,,,-,,,360,,,-,,
Brahmmanbaria,434,,,378,,,413,,,367,,,250,,,228,,,408,,,400,,
Noakhali,478,,,-,,,500,,,-,,,485,,,-,,,556,,,-,,
Lakshmipur,-,,,-,,,-,,,-,,,-,,,-,,,400,,,-,,
Feni,-,,,-,,,530,,,-,,,498,,,-,,,611,,,-,,
"Chattogram
Division",461,,,369,,,457,,,359,,,423,,,346,,,482,,,356,,
Sylhet,421,,,350,,,398,,,-,,,375,,,-,,,445,,,300,,
Maulavi Bazar,400,,,275,,,405,,,330,,,-,,,-,,,443,,,341,,
Sunamganj,344,,,297,,,-,,,-,,,-,,,-,,,386,,,328,,
Habiganj,375,,,-,,,-,,,-,,,-,,,-,,,461,,,371,,
Sylhet Division,385,,,307,,,402,,,330,,,375,,,-,,,434,,,335,,
Dhaka,500,,,350,,,455,,,340,,,425,,,300,,,520,,,450,,
Gazipur,455,,,318,,,-,,,-,,,431,,,369,,,525,,,424,,
Manikganj,468,,,310,,,425,,,264,,,413,,,250,,,468,,,350,,
Munshiganj,463,,,-,,,-,,,-,,,464,,,-,,,530,,,350,,
Narayanganj,430,,,375,,,413,,,338,,,375,,,325,,,481,,,396,,
Narsingdi,-,,,-,,,420,,,350,,,417,,,-,,,400,,,-,,
Faridpur,455,,,-,,,-,,,-,,,-,,,450,,,510,,,-,,
Rajbari,450,,,350,,,433,,,300,,,367,,,300,,,520,,,400,,
Madaripur,425,,,350,,,-,,,-,,,383,,,300,,,477,,,360,,
Gopalganj,433,,,-,,,500,,,-,,,400,,,-,,,510,,,325,,
Shariatpur,411,,,235,,,358,,,220,,,361,,,215,,,469,,,292,,
Tangail,460,,,370,,,415,,,340,,,415,,,290,,,515,,,425,,
Kishoreganj,-,,,-,,,413,,,-,,,403,,,-,,,481,,,300,,
Dhaka Division,450,,,332,,,426,,,307,,,404,,,311,,,493,,,370,,
Mymensing,,419,,,255,,,432,,,277,,,475,,,,,,495,,,300,
Jamalpur,,439,,,460,,,460,,,-,,,475,,,-,,,507,,-,,
Sherpur,,415,,,-,,,421,,,-,,,460,,,-,,,400,,,-,
Netrokona,,400,,,247,,,374,,,272,,,-,,,-,,,436,,,345,
"Mymensing
Division",418,,,321,,,422,,,275,,,470,,,-,,,460,,,323,,
,With Food,,,,,,Without Food,
,One meal,,Two meal,,Three meal,,(in TK),
,Male,Female,Male,Female,Male,Female,Male,Female
Barishal,466,-,450,370,-,-,524,420
Jhalokathi,538,425,438,-,-,-,458,475
Perojpur,483,375,476,300,410,300,533,420
Bhola,466,-,419,-,-,-,524,-
Patuakhali,507,450,500,-,500,-,550,500
Barguna,533,-,563,-,-,-,575,325
"Barishal
Division",499,417,474,335,455,300,527,428
Jashore,-,-,-,-,-,-,296,217
Jhenaidah,306,224,300,212,292,211,347,240
Magura,386,-,336,-,324,-,431,-
Narail,294,-,-,-,347,-,364,325
Khulna,-,-,-,-,-,-,491,423
Bagerhat,400,-,465,-,428,-,421,290
Satkhira,-,-,-,-,-,-,368,283
Kushtia,395,-,370,-,350,-,450,-
Chuadanga,275,-,-,-,-,-,288,-
Meherpur,283,-,-,-,-,-,333,-
Khulna Division,334,224,368,212,348,211,379,296
Rajshahi,309,308,377,300,-,-,397,316
Naogaon,333,279,334,286,403,320,349,285
Natore,266,204,320,240,-,-,377,284
"Chapai
Nawabganj",310,253,350,300,350,300,313,300
Bogura,389,-,377,-,390,260,393,-
Joypurhat,300,250,-,-,-,-,320,270
Pabna,478,303,445,-,-,-,500,355
Sirajganj,-,-,-,-,-,-,356,250
"Rajshahi
Division",341,260,375,268,373,273,364,294
Rangpur,335,225,-,-,-,-,345,230
Gaibandha,-,-,-,-,-,-,342,246
Kurigram,319,200,-,-,-,-,325,255
Nilphamari,343,220,-,-,-,-,245,250
Lalmonirhat,332,223,363,263,-,-,316,235
Dinajpur,354,298,-,-,-,-,404,327
Thakurgaon,331,267,-,-,,-,342,279
Panchagar,358,235,-,-,-,-,365,255
"Rangpur
Division",339,238,363,263,-,-,335,260
BANGLADESH,405,311,423,308,405,310,436,332
