District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
1,Barguna,123,98,150,77,62,78,619,472,488,696,534,566
2,Barishal,228,210,170,344,346,344,1986,2154,1986,2330,2500,2330
3,Bhola,64,51,62,185,214,214,653,751,738,838,965,952
4,Jhallokati,30,102,130,0,0,10,300,1399,1308,300,1399,1318
5,Patuakhali,123,174,120,36,0,0,841,273,291,877,273,291
6,Pirojpur,113,90,52,174,190,214,601,602,686,775,792,900
1,Barishal Division,538,724,684,816,812,860,5000,5651,5497,5816,6463,6357
7,Bandarban,104,82,100,1260,1338,1305,2167,839,875,3427,2177,2180
8,Brahmanbaria,37,30,39,150,123,130,419,407,439,569,530,569
9,Chandpur,149,162,191,64,215,15,1583,1432,1667,1647,1647,1682
10,Chattogram,328,240,200,463,663,639,2964,2146,2100,3427,2809,2739
11,Cumilla,201,158,190,1055,1053,358,1113,1114,2051,2168,2167,2409
12,Cox’s Bazar,127,78,100,3361,560,2313,2448,616,1773,5809,1176,4086
13,Feni,58,50,60,0,0,0,493,492,492,493,492,492
14,Khagrachari,213,167,150,814,814,1116,1512,1512,1288,2326,2326,2404
15,Lakshmipur,323,255,165,0,0,0,3048,3423,3564,3048,3423,3564
16,Noakhali,152,120,150,0,0,0,2032,1945,2146,2032,1945,2146
17,Rangamati,428,333,300,2657,2551,2678,1981,2014,1960,4638,4565,4638
2,"Chattogram
Division",1669,1676,1645,9824,7317,8554,19760,15940,18355,29584,23257,26909
18,Dhaka,165,130,160,554,362,532,889,1300,1082,1443,1662,1614
19,Faridpur,126,100,55,265,207,215,315,850,874,580,1057,1089
20,Gazipur,22,182,200,918,627,1211,645,1026,508,1563,1653,1719
21,Gopalganj,258,161,114,230,9,20,1321,782,1044,1551,791,1064
22,Kishoreganj,95,77,90,247,263,213,858,963,954,1105,1226,1167
23,Madaripur,376,208,134,216,710,21,364,1528,1074,580,2238,1095
24,Manikganj,119,94,110,210,235,246,1155,1197,1273,1365,1432,1519
25,Munshiganj,52,41,92,21,22,24,440,476,492,461,498,516
26,Narayanganj,107,69,57,169,225,224,764,712,707,933,937,931
27,Narsingdi,189,163,147,1049,1776,870,631,871,601,1680,2647,1471
28,Rajbari,75,122,90,440,957,1000,289,1009,1001,729,1966,2001
29,Shariatpur,153,115,120,1205,22,21,689,1838,1908,1894,1860,1929
30,Tangail,457,384,390,4770,1102,1055,949,3268,4218,5719,4370,5273
