District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
1,Barguna,65,107,134.38,0,0,0,50,35,39.36,50,35,39.36
2,Barishal,199,204,219,0,0,0,280,282,248,280,282,248
3,Bhola,66,65,43.08,0,0,0,40,44,61,40,44,61
4,Jhallokati,92,99,106,0,0,0,72,76,76,72,76,76
5,Patuakhali,77,76,40.73,0,0,0,48,52,39.67,48,52,39.67
6,Pirojpur,90,49,29.60,0,0,0,93,91,95.75,93,91,95.75
1,Barishal Division,589,600,572.79,0,0,0,583,580,559.78,583,580,559.78
7,Bandarban,23,91,294,26,28,29.89,126,135,140.11,152,163,170
8,Brahmanbaria,215,222,223.60,0,7,6.89,177,187,179.11,177,194,186
9,Chandpur,0,200,40.17,0,0,0,243,243,165.50,243,243,165.50
10,Chattogram,0,68,67,0,0,0,404,895,405.50,404,895,405.50
11,Cumilla,47,70,128.82,0,0,0,300,540,494.20,300,540,494.20
12,Cox’s Bazar,0,28,25,0,0,0,200,251,261.70,200,251,261.70
13,Feni,46,43,46,0,0,0,56,45,56.07,56,45,56.07
14,Khagrachari,178,159,160,37,39,37.90,414,428,441.3,451,467,479.20
15,Lakshmipur,400,420,48,0,0,0,184,219,187,184,219,187
16,Noakhali,156,24,37.06,0,0,0,82,111,124.90,82,111,124.90
17,Rangamati,426,460,465,2,10,10.60,557,519,528,559,529,538.60
2,"Chattogram
Division",1491,1785,1535.03,65,84,85.28,2743,3573,2983.39,2808,3657,"3068.6
7"
18,Dhaka,15,7,10,0,0,0,87,67,99,87,67,99
19,Faridpur,90,41,41,0,0,0,51,60,64.37,51,60,64.37
20,Gazipur,324,84,87,157,100,9.18,146,229,334.56,303,329,343.74
21,Gopalganj,28,9,14,0,0,0,44,37,51.40,44,37,51.40
22,Kishoreganj,128,129,129.97,0,0,0,384,50,513.04,384,50,513.04
23,Madaripur,3,31,3.32,0,0,0,15,14,17.67,15,14,17.67
24,Manikganj,28,52,28,0,0,0,110,108,110,110,108,110
25,Munshiganj,5,22,4.67,0,0,0,20,17,23.83,20,17,23.83
26,Narayanganj,26,58,19.25,0,0,0,116,116,103.40,116,116,103.40
27,Narsingdi,98,56,99.50,0,210,186.55,728,662,801.15,728,872,987.70
28,Rajbari,0,31,4.02,0,0,0,0,35,35.44,0,35,35.44
29,Shariatpur,7,65,10.06,0,0,0,50,21,70.99,50,21,70.99
30,Tangail,130,66,78.71,126,0,61.76,679,0,687.80,805,0,749.56
3,Dhaka Division,882,651,529.05,283,310,257.49,2430,1416,2912.65,2713,1726,"3170.1
4"
31,Bagerhat,0,32,32.73,0,0,0,146,248,260.19,146,248,260.19
32,Chuadanga,4,4,3.96,0,0,0,15,15,16.02,15,15,16.02
33,Jashore,79,57,81.06,31,36,29.95,203,252,228.54,234,288,258.49
34,Jhenaidah,38,24,32.25,0,0,25.47,67,77,48.23,67,77,73.70
35,Khulna,57,58,47.32,0,0,0,132,107,121.13,132,107,121.13
36,Kushtia,5,5,4,0,0,0,31,32,31,31,32,31
37,Magura,17,15,15.80,0,0,0,93,170,100.55,93,170,100.55
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
38,Meherpur,4,3,3.20,0,0,0,2,2,1.77,2,2,1.77
39,Narail,6,60,62.55,15,10,0,12,15,26,27,25,26
40,Satkhira,100,53,77.77,0,15,14.33,93,92,98.36,93,107,112.69
4,Khulna Division,310,311,360.64,46,61,69.75,794,1010,931.79,840,1071,"1001.5
4"
41,Jamalpur,409,196,210,0,0,0,1335,1126,1096,1335,1126,1096
42,Mymensingh,0,351,548,204,172,0,1815,2001,2187,2019,2173,2187
43,Netrokona,2,100,118,0,0,0,847,812,914,847,812,914
44,Sherpur,36,53,53,0,0,0,303,493,490,303,493,490
5,"Mymensingh
Division",447,700,929,204,172,0,4300,4432,4687,4504,4604,4687
45,Bogura,85,91,110,0,0,0,391,395,408,391,395,408
46,Joypurhat,17,27,27,0,0,0,150,381,173.55,150,381,173.55
47,Naogaon,58,55,56,44,39,29.53,396,485,376.47,440,524,406
48,Natore,9,10,13.34,0,0,0,176,156,167.78,176,156,167.78
49,Chapai Nawabganj,0,1,0.10,0,0,0,0,4,0.39,0,4,0.39
50,Pabna,2,3,3.55,0,0,0,27,26,27,27,26,27
