District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
1,Barguna,71,72,119,0,0,0,70,39,35,70,39,35
2,Barishal,104,108,106,0,0,0,135,145,154,135,145,154
3,Bhola,7,7,1,0,0,0,4,4,4,4,4,4
4,Jhallokati,36,33,35,0,0,0,35,30,31,35,30,31
5,Patuakhali,20,21,11,0,0,0,15,14,13,15,14,13
6,Pirojpur,182,64,64,0,17,16,300,363,354,300,380,370
1,Barishal Division,420,305,336,0,17,16,559,595,591,559,612,607
7,Bandarban,16,39,40,0,5,5,7,2,3,7,7,8
8,Brahmanbaria,54,11,13,0,0,0,38,37,39.49,38,37,39.49
9,Chandpur,0,0,0,0,0,0,0,0,0,0,0,0
10,Chattogram,56,86,45,5,0,0,3,51,59,8,51,59
11,Cumilla,0,13,13,0,0,0,42,7,7.22,42,7,7.22
12,Cox’s Bazar,0,9,5,0,0,0,3,10,8.51,3,10,8.51
13,Feni,3,2,2,0,0,0,3,2,2.35,3,2,2.35
14,Khagrachari,5,95,99,0,0,0,2,5,82,2,5,82
15,Lakshmipur,0.21,14,14,0,0,0,306,8,13,306,8,13
16,Noakhali,10,0,1,0,0,0,15,4,3,15,4,3
17,Rangamati,41,37,37,25,1,1,0.001,24,19,25,25,20
2,"Chattogram
Division",185,307,269,30,6,6,419,150,237,449,156,243
18,Dhaka,16,71,16,0,0,0,70,28,71,70,28,71
19,Faridpur,120,132,141,0,17,0,273,270,979,273,287,979
20,Gazipur,6,40,7,0,0,0,40,28,41,40,28,41
21,Gopalganj,28,15,15,0,0,0,209,50,53,209,50,53
22,Kishoreganj,4,3,4,0,0,0,6,2,2.37,6,2,2.37
23,Madaripur,73,74,44,0,0,0,377,382,361.24,377,382,361.24
24,Manikganj,10,9,10,0,0,0,8,10,9.15,8,10,9.15
25,Munshiganj,4,8,4,0,0,0,8,8,8,8,8,8
26,Narayanganj,5,30,4,0,0,0,31,30,28,31,30,28
27,Narsingdi,0,0,0,0,0,0,0,0,0,0,0,0
28,Rajbari,41,47,11,0,0,0,65,47,48.40,65,27,48.40
29,Shariatpur,0,52,33,0,0,0,104,112,203.40,104,112,203.40
30,Tangail,0,1,0,0,0,0,21,2,2.32,21,2,2.32
3,Dhaka Division,307,482,289,0,17,0,1212,969,"1806.8
8",1212,986,"1806.8
8"
31,Bagerhat,47,53,58,0,0,96,1152,1056,1236,1152,1056,1332
32,Chuadanga,0,10,10,0,0,0,12,13,13,12,13,13
33,Jashore,2,163,165,0,0,0,1415,1436,1386,1415,1436,1386
34,Jhenaidah,8,8,6,0,0,0,59,59,29,59,59,29
35,Khulna,5,94,90,0,0,0,8,25,510,8,25,510
36,Kushtia,6,8,8,0,0,0,58,64,64,58,64,64
37,Magura,84.36,42,29,0,124,0,944,555,198,944,679,198
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
39,Narail,270,239,240,493,320,0,493,320,487,986,640,487
40,Satkhira,0,84,392,0,0,0,0,354,664,0,354,664
4,Khulna Division,422,701,998,493,444,96,4141,3882,4587,4634,4326,4683
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensingh,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrokona,0,0,0,0,0,0,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,"Mymensingh
Division",0,0,0,0,0,0,0,0,0,0,0,0
45,Bogura,8,4,4,0,0,0,111,52,53,111,52,53
46,Joypurhat,0,0,0,0,0,0,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,7,5,0,0,0,0,96,45,0,96,45
49,Chapai Nawabganj,15,16,17,0,0,0,17,19,22,17,19,22
50,Pabna,0,2,2,0,0,0,13,14,15,13,14,15
51,Rajshahi,14,14,16,0,0,0,15,16,19,15,16,19
52,Sirajganj,0,1,1,0,0,0,0,10,5,0,10,5
6,Rajshahi Division,37,44,45,0,0,0,156,207,159,156,207,159
53,Dinajpur,7,1,2,0,0,1,2,2,2,2,2,3
54,Gaibandha,0,0,0,0,0,0,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,10,2,2,0,0,0,2,2,2,2,2,2
58,Panchagar,15,11,14,0,0,0,14,14,20,14,14,20
59,Rangpur,0,0,0,0,0,0,0,0,0,0,0,0
60,Thakurgaon,33,6,3,0,0,0,25,25,29,25,25,29
7,Rangpur Divison,65,20,21,0,0,1,43,43,53,43,43,54
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,0,11,0,0,0,0,0,5,0,0,5
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet Division,0,0,11,0,0,0,0,0,5,0,0,5
BANGLADESH,,1436,1859,1683,523,484,119,6530,5846,"7438.4
5",7053,6330,"6573.4
5"
