Variety,2019-20,,2020-21,,"Percentage (%)
changes over
previous year"
,"Area
(Acre)","Area
(Hector)","Area
(Acre)","Area
(Hector)",
Local,"1,80,851","73,189","1,71,340","69,338",(-)5.262
High Yielding Variety,"9,59,064","3,88,128","9,86,815","3,99,342",(+)2.889
Total (Local+HYV),"11,39,914","4,61,317","11,58,155","4,68,680",(+)1.596
