Crop,2019-20,,2020-21,,"Percentage changes over
previous year"
,"Yield per
acre
(Maund)","Yield per hector
(M. ton)","Yield per
acre
(Maund)","Yield per hector
(M. ton)",
Total Wheat,33.59,3.098,35.77,3.300,(+) 6.52
