District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
1,Barguna,781,962,1597,0,0,0,180,690,1469,635,690,1469
2,Barishal,1794,1806,1351,0,4105,985,981,895,4515,896,5000,5500
3,Bhola,457,462,148,1,707,68,443,67,695,547,774,763
4,Jhallokati,2327,2332,742,0,1207,258,388,3593,4292,340,4800,4550
5,Patuakhali,781,778,400,0,0,0,1308,594,493,1413,594,493
6,Pirojpur,1232,1241,394,6,3055,1562,481,1578,3027,463,4633,4589
1,Barishal Division,7382,7581,4632,7,9074,2873,3781,7417,14491,4294,16491,17364
7,Bandarban,123,128,128,0,147,38,8,38,129,6,185,167
8,Brahmanbaria,12,12,15,5,0,0,363,15,13,63,15,13
9,Chandpur,202,210,50,0,0,0,1340,217,263,1177,217,263
10,Chattogram,304,306,95,0,0,0,1188,1306,457,1210,1306,457
11,Cumilla,223,270,330,0,215,191,116,137,166,1133,352,357
12,Cox’s Bazar,225,203,142,86,0,0,4,506,370,90,506,370
13,Feni,35,28,28,0,0,0,553,89,55,345,89,55
14,Khagrachari,116,140,129,0,223,0,81,10,266,124,233,266
15,Lakshmipur,215,216,13,0,242,0,6,6,360,598,248,360
16,Noakhali,357,358,79,2721,0,0,365,735,586,481,735,586
17,Rangamati,146,127,128,267,12,8,47,346,213,229,358,221
2,"Chattogram
Division",1958,2025,1137,3079,839,237,4071,3405,2878,5456,4244,3115
18,Dhaka,104,21,31,6,0,0,117,231,235,178,231,235
19,Faridpur,546,488,479,144,0,0,1096,647,647,1165,647,647
20,Gazipur,76,38,40,132,291,24,435,30,212,566,321,236
21,Gopalganj,276,49,52,15,0,0,1088,1002,591,998,1002,591
22,Kishoreganj,161,66,60,0,0,0,64,483,567,63,483,567
23,Madaripur,102,36,33,605,0,0,539,815,699,2044,815,699
24,Manikganj,17,17,18,0,0,0,121,67,74,469,67,74
25,Munshiganj,53,18,15,0,0,0,49,163,137,704,103,137
26,Narayanganj,64,8,8,0,0,0,333,190,137,302,190,137
27,Narsingdi,48,26,28,9,0,0,1,259,220,101,259,220
28,Rajbari,274,103,233,8,0,104,707,642,433,592,642,537
29,Shariatpur,351,351,84,23,0,0,628,714,340,558,714,340
30,Tangail,450,1393,518,18,43,0,393,805,502,413,848,502
3,Dhaka Division,2522,2614,1599,960,334,128,5571,6048,4794,8153,6382,4922
31,Bagerhat,775,776,167,0,0,48,301,1840,1071,341,1846,1119
32,Chuadanga,127,130,77,484,0,0,274,521,362,963,521,362
33,Jashore,456,456,204,0,90,67,1270,754,1153,1365,844,1220
34,Jhenaidah,58,70,97,0,215,219,100,1188,1188,1380,1403,1407
35,Khulna,375,397,592,55,27,290,3,1121,593,623,1148,883
36,Kushtia,180,170,63,46,0,0,864,913,582,830,913,582
37,Magura,234,240,96,510,0,0,510,1615,992,619,1615,992
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
38,Meherpur,115,160,101,0,384,0,58,196,187,59,196,187
39,Narail,350,360,218,0,0,0,1291,924,1334,1316,1308,1334
40,Satkhira,424,430,391,0,716,0,793,1092,1075,745,1092,1075
4,Khulna Division,3094,3189,2006,585,0,624,5464,10170,8537,8241,10886,9161
41,Jamalpur,158,170,86,0,0,0,138,294,350,137,294,350
42,Mymensingh,583,550,407,1551,0,0,124,888,684,2267,888,684
43,Netrokona,387,390,64,0,0,0,63,148,327,86,148,327
44,Sherpur,150,151,58,0,0,0,16,113,305,17,113,305
5,"Mymensingh
Division",1278,1261,615,1551,0,0,341,1443,1666,2507,1443,1666
45,Bogura,475,340,233,948,0,0,31,1282,790,153,1282,790
46,Joypurhat,151,152,31,5827,0,0,105,296,303,319,269,303
47,Naogaon,159,170,62,0,0,0,318,666,344,318,666,344
48,Natore,208,290,270,160,167,103,2313,483,727,2473,650,830
49,Chapai Nawabganj,81,82,71,0,0,0,318,355,155,318,355,155
50,Pabna,151,190,81,0,19,10,1042,418,233,1042,437,243
51,Rajshahi,134,154,183,33,0,0,2413,423,533,2446,423,533
52,Sirajganj,94,97,23,0,0,0,194,294,279,194,294,279
6,Rajshahi Division,1453,1475,954,6968,186,113,6734,4190,3364,13702,4376,3477
53,Dinajpur,104,103,47,0,0,0,556,599,569,556,599,569
54,Gaibandha,32,40,11,0,0,0,143,150,149,143,150,149
55,Kurigram,64,65,24,0,0,0,170,177,167,170,177,167
56,Lalmonirhat,16,10,6,0,0,0,107,9,9,107,9,9
57,Nilphamari,43,40,5,0,0,0,84,98,104,84,98,104
58,Panchagar,58,62,19,0,0,0,16,177,120,16,177,120
59,Rangpur,35,44,12,0,0,0,146,160,120,146,160,120
60,Thakurgaon,54,50,16,0,0,0,29,74,108,29,74,108
7,Rangpur Divison,406,414,140,0,0,0,1251,1444,1346,1251,1444,1346
61,Habiganj,125,140,141,0,0,92,113,11,441,113,11,533
62,Moulvibazar,103,150,86,0,0,0,44,667,772,44,667,772
63,Sunamganj,65,70,41,0,0,0,90,8,31,90,33,31
64,Sylhet,51,51,66,0,0,0,13,92,140,13,92,140
8,Sylhet Division,344,411,334,0,25,92,260,778,1384,260,803,1476
BANGLADESH,,18437,18970,11417,13150,11174,4067,27473,34895,38460,40623,46069,42527
