Variety,2019-20,,2020-21,,"Percentage changes
over previous year"
,"Yield per acre
(Maunds)","Yield per
hector
(M. Ton)","Yield per acre
(Maunds)","Yield per
hector
(M. Ton)",
Local,20.21,1.825,19.40,1.789,(-) 1.97
HYV,43.61,4.022,43.80,4.040,(+) 0.44
Hybrid,50.50,4.658,50.52,4.660,(+)0.04
"Total (Local+
HYV+ Hybrid)",44.72,4.125,45.04,4.154,(+) 0.70
