District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
23,Madaripur,27,2050,420,547,20,14.67,1503,55,4286.12,2050,107,"4300.7
9"
24,Manikganj,15,45,45.86,0,52,0,197,94,195,197,189,195
25,Munshiganj,5,4,356,0,95,0,20,20,19.45,20,20,19.45
26,Narayanganj,5,5,4,0,0,0,39,34,31.8,39,34,31.8
27,Narsingdi,0,0,0,0,0,0,0,0,0,0,0,0
28,Rajbari,17,70,106.43,696,0,0,378,627,1442,1074,1167,1442
29,Shariatpur,15,95,224.02,317,540,0,102,142,1332,419,342,1332
30,Tangail,0,0,0,0,200,0,0,0,0,0,0,0
3,Dhaka Division,138,2493,1650.38,2285,1707,102.93,3354,1720,"11644.0
9",5639,3427,"11747.
02"
31,Bagerhat,37,69,135.92,0,1707,0,4141,3508,3227,4141,3508,3227
32,Chuadanga,902,36,34.41,185,0,27.47,36,421,872.53,221,447,900
33,Jashore,146,100,155.56,85,26,81.04,2721,1454,2740.96,2806,1502,2822
34,Jhenaidah,52,51,57,0,48,254.37,1581,1237,1235.63,1581,1493,1490
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
35,Khulna,51,55,243.53,0,256,16.02,1235,1199,1177.98,1235,1199,1194
36,Kushtia,16,19,16,0,0,0,589,592,696,589,592,696
37,Magura,0,2,131.76,0,0,0,1864,1880,1799,1864,1880,1799
38,Meherpur,22,23,22.18,0,0,0,321,325,330,321,325,330
39,Narail,495,500,522.77,248,0,0,6886,6942,6456,7134,6942,6456
40,Satkhira,876,298,804,0,158,381.32,3836,3177,5561.68,3836,3335,5943
4,Khulna Division,2597,1153,2123.13,518,488,760.22,23210,20735,"24096.7
8",23728,21223,24857
41,Jamalpur,5,3,42,0,0,0,9,9,8,9,9,8
42,Mymensingh,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrokona,0,1,1.30,0,0,0,8,5,4,8,5,4
44,Sherpur,7,15,15,0,0,0,44,70,71,44,70,71
5,"Mymensingh
Division",12,19,58.30,0,0,0,61,84,83,61,84,83
45,Bogura,98,40,105.14,0,0,0,683,480,759,683,480,759
46,Joypurhat,0,36,36.36,0,0,0,184,157,274.52,184,157,274.52
47,Naogaon,413,90,204.69,0,0,0,2550,3163,2429,2550,3163,2429
48,Natore,0,60,151.72,0,0,0,2849,2015,1402.89,2849,2015,"1402.8
9"
49,Chapai Nawabganj,51,56,55.17,0,0,0,620,629,573.43,620,629,573.43
50,Pabna,147,100,154.34,68,0,0,375,452,443.59,443,452,443.59
51,Rajshahi,0,70,369.84,0,0,0,0,3985,3767.89,0,3985,"3767.8
9"
52,Sirajganj,2,3,3.36,0,0,0,23,23,23,23,23,23
6,Rajshahi Division,711,455,1080.62,68,0,0,7284,10904,9673.32,7352,10904,"9673.3
2"
53,Dinajpur,38,44,45.10,0,0,0,181,0,186,181,0,186
54,Gaibandha,8,8,7.66,0,0,0,24,186,23.41,24,186,23.41
55,Kurigram,1,1,0.95,0,0,0,3,6,3.85,3,6,3.85
56,Lalmonirhat,0,18,17.58,0,0,0,0,156,156.94,0,156,156.94
57,Nilphamari,3,2,1.85,0,0,0,10,10,13.93,10,10,13.93
58,Panchagar,0,44,2.23,0,0,0,2,2,0.66,2,2,0.66
59,Rangpur,17,19,16.88,0,0,0,135,125,107.63,135,125,107.63
60,Tahkurgaon,1,1,1.24,0,0,0,20,18,19.76,20,18,19.76
7,Rangpur Division,68,137,93.49,0,0,0,375,503,512.18,375,503,512.18
61,Habigonj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,1,3,2.71,0,0,0,19,15,15.6,19,15,15.6
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0.59,0,0,0.59
8,Sylhet Division,1,3,2.71,0,0,0,19,15,16.19,19,15,16.19
BANGLADESH,,7505,6837,"10106.2
0",2875,2221,885.22,46415,43946,"56683.8
3",49290,46167,57569.05
