District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
1,Barguna,0,10,38.04,0,0,0,125,7,13,125,7,13
2,Barishal,109,111,111.28,0,0,0,2,140,146,2,140,146
3,Bhola,2,2,1.51,0,0,0,17,2,2.02,17,2,2.02
4,Jhallokati,22,23,25,0,0,0,0,16,16,0,16,16
5,Patuakhali,0,0,0,0,0,0,13,0,0,13,0,0
6,Pirojpur,11,5,5.11,0,0,0,157,13,13,157,13,13
1,Barishal Division,144,151,180.94,0,0,0,3,178,190.02,3,178,190.02
7,Bandarban,0,32,32.20,0,0,0,44,2,2.40,44,2,2.40
8,Brahmanbaria,0,9,20.03,0,0,0,42,37,37.58,42,37,37.58
9,Chandpur,0,21,12.66,0,32,0,157,10,44,157,42,44
10,Chattogram,0,42,44.51,0,0,0,25,154,164.83,55,154,164.83
11,Cumilla,26,43,43.90,30,13,13.03,0,43,45.90,0,56,58.93
12,Cox’s Bazar,0,13,11.87,0,0,0,3,65,55,3,65,55
13,Feni,2,2,1.97,0,0,0,52,3,3.34,57,3,3.34
14,Khagrachari,52,52,49.06,5,5,5.67,5,54,54.72,5,59,60.39
15,Lakshmipur,1,13,12.70,0,0,0,9,17,14,9,17,14
16,Noakhali,14,1,1.39,0,0,0,204,3,0.43,205,3,0.43
17,Rangamati,111,113,114.59,1,1,1.47,544,153,230.56,580,154,232.03
2,"Chattogram
Division",206,351,344.88,36,51,20.17,109,541,652.76,109,592,672.93
18,Dhaka,26,27,25.92,0,0,0,56,110,108.51,56,110,108.51
19,Faridpur,14,2,20,0,0,0,80,62,48.29,80,62,48.29
20,Gazipur,75,44,16,0,0,0,80,81,80.98,80,81,80.98
21,Gopalganj,42,2,1.89,0,0,0,64,16,16,64,16,16
22,Kishoreganj,26,22,28.29,0,0,0,645,66,71.87,645,66,71.87
23,Madaripur,38,8,9.63,0,0,0,79,103,153.56,79,103,153.56
