Crop,2018-19,,2019-20,,"Percentage changes over
previous year"
,"Yield per
acre
(Maund)","Yield per hector
(M. ton)","Yield per
acre
(Maund)","Yield per hector
(M. ton)",
Total Wheat,33.37,3.078,33.59,3.098,(+) 0.65
