District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,0,170,180,0,0,0,0,245,280,0,245,280
2,Barishal,0,463,467,0,0,0,0,970,990,0,970,990
3,Bhola,0,275,200,0,0,0,0,725,608,0,725,608
4,Jhallokati,0,131,102,0,0,0,0,238,195,0,238,195
5,Patuakhali,0,509,500,0,0,0,0,998,981,0,998,981
6,Pirojpur,0,213,255,0,0,0,0,555,502,0,555,502
1,Barishal Division,0,1761,1704,0,0,0,0,3731,3556,0,3731,3556
7,Bandarban,0,0,0,0,0,0,0,0,0,0,0,0
8,Brahmanbaria,0,8,39,0,0,0,0,37,79,0,37,79
9,Chandpur,0,0,488,0,0,0,0,459,163,0,459,166
10,Chattogram,0,1734,266,0,0,0,0,176,52,0,176,57
11,Cumilla,0,97,250,0,0,0,0,354,355,0,354,355
12,Cox’s Bazar,0,0,0,0,0,0,0,0,0,0,0,0
13,Feni,0,0,0.47,0,0,0,0,2,2,0,2,2
14,Khagrachari,0,108,111,0,0,0,0,206,217,0,206,217
15,Lakshmipur,0,0,160,0,0,0,0,269,276,0,269,276
16,Noakhali,0,27,45,0,0,0,0,190,977,0,190,977
17,Rangamati,0,227,283,0,38,35,0,488,418,0,526,453
2,"Chattogram
Division",0,2201,1642.47,0,38,43,0,2181,2539,0,2219,2582
18,Dhaka,0,1,13,0,0,0,0,38,49,0,38,49
19,Faridpur,0,65,66,0,0,0,0,77,78,0,77,78
20,Gazipur,0,45,43,0,0,0,0,105,111,0,105,111
21,Gopalganj,0,204,208,0,0,0,0,478,401,0,478,401
22,Kishoreganj,0,1,1,0,0,0,0,9,9,0,9,9
23,Madaripur,0,55,42,0,0,0,0,855,471,0,855,471
24,Manikganj,0,19,21,0,0,0,0,90,76,0,90,76
25,Munshiganj,0,15,307,0,0,0,0,180,184,0,180,184
26,Narayanganj,0,3,3,0,9,7,0,31,30,0,40,37
27,Narsingdi,0,3,3,0,0,0,0,34,34,0,34,34
28,Rajbari,0,0,4,0,0,00,0,0,42,0,0,42
29,Shariatpur,0,198,380,0,0,0,0,344,376,0,344,376
30,Tangail,0,7,6,0,0,0,0,51,49,0,51,49
3,Dhaka Division,0,616,1097,0,9,7,0,2292,1910,0,2301,1917
31,Bagerhat,0,17,20,0,0,0,0,419,402,0,419,402
32,Chuadanga,0,2,2,0,0,0,0,3,11,0,3,11
33,Jashore,0,2,2,0,0,0,0,40,42,0,40,42
34,Jhenaidah,0,0,0.42,0,0,0,0,1,1,0,1,1
35,Khulna,0,29,23,0,0,18,0,91,47,0,91,65
36,Kushtia,0,0,0,0,0,0,0,0,0,0,0,0
37,Magura,0,0,22,0,0,0,0,0,215,0,0,215
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,0,0,0,0,0,0,0,0,0,0,0,0
40,Satkhira,0,66,65,0,0,0,0,146,129,0,146,129
4,Khulna Division,0,116,134.42,0,0,18,0,700,847,0,700,865
41,Jamalpur,0,0,52,0,0,0,0,0,183,0,0,183
42,Mymensingh,0,256,147,0,0,0,0,82,103,0,82,103
43,Netrokona,0,0,44,0,0,0,0,60,128,0,60,128
44,Sherpur,0,2,3,0,0,0,0,4,22,0,4,22
5,"Mymensingh
Division",0,258,246,0,0,0,0,146,436,0,146,436
45,Bogura,0,3,0.16,0,0,0,0,35,1,0,35,1
46,Joypurhat,0,0,2,0,0,0,0,0,17,0,0,17
47,Naogaon,0,2,0.50,0,0,0,0,23,1,0,23,1
48,Natore,0,0,0,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0.10,0,0,0,0,1,0,0,1,1
50,Pabna,0,0,0,0,0,0,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0,0,0,0,0,0,0
52,Sirajganj,0,0,0.40,0,0,0,0,0,3,0,0,3
6,Rajshahi Division,0,5,3.16,0,0,0,0,59,23,0,59,23
53,Dinajpur,0,0,0.18,0,0,0,0,2,2,0,2,2
54,Gaibandha,0,2,1,0,0,0,0,10,4,0,10,4
55,Kurigram,0,0,0.47,0,0,0,0,0,2,0,0,2
56,Lalmonirhat,0,3,8,0,0,0,0,9,10,0,9,10
57,Nilphamari,0,1,2,0,0,0,0,17,17,0,17,17
58,Panchagar,0,0,2,0,0,0,0,0,3,0,0,3
59,Rangpur,0,2,2,0,0,0,0,14,22,0,14,22
60,Thakurgaon,0,2,2,0,0,0,0,28,28,0,28,28
7,Rangpur Divison,0,10,17.65,0,0,0,0,80,88,0,80,88
61,Habiganj,0,4,0,0,0,0,0,83,0,0,83,0
62,Moulvibazar,0,10,10,0,0,0,0,74,74,0,74,74
63,Sunamganj,0,20,341,0,0,0,0,233,259,0,233,259
64,Sylhet,0,1,1,0,0,0,0,9,9,0,9,9
8,Sylhet Division,0,35,352,0,0,0,0,399,342,0,399,342
BANGLADESH,,0,5002,5196.7,0,47,68,0,9588,9741,0,9635,9809
