District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,0,13,11,0,0,0,0,11,6,0,11,6
2,Barishal,0,29,30,0,0,0,0,59,60,0,59,60
3,Bhola,0,19,7,0,0,0,0,12,8,0,12,8
4,Jhallokati,0,15,15,0,0,0,0,15,15,0,15,15
5,Patuakhali,0,30,30,0,0,0,0,36,26,0,36,26
6,Pirojpur,0,2,1,0,0,0,0,3,2,0,3,2
1,Barishal Division,0,108,94,0,0,0,0,136,117,0,136,117
7,Bandarban,0,0,37,0,0,0,0,1,1,0,1,1
8,Brahmanbaria,0,38,37,0,0,0,0,108,105,0,108,105
9,Chandpur,0,0,14,0,0,0,0,7,0,0,7,0
10,Chattogram,0,0,12,0,0,0,0,49,84,0,49,84
11,Cumilla,0,0,47,0,0,28,0,0,11,0,0,39
12,Cox’s Bazar,0,0,8,0,0,0,0,0,4,0,0,4
13,Feni,0,1,1,0,0,0,0,3,2,0,3,2
14,Khagrachari,0,3,2,0,0,0,0,3,1,0,3,1
15,Lakshmipur,0,0.37,8,0,0,0,0,5,6,0,5,6
16,Noakhali,0,0,0,0,0,0,0,0,0,0,0,0
17,Rangamati,0,20,24,0,0,0,0,26,27,0,26,27
2,"Chattogram
Division",0,62,190,0,0,28,0,202,241,0,202,269
18,Dhaka,0,14,14,0,0,0,0,49,48,0,49,48
19,Faridpur,0,20,99,0,21,22,0,349,357,0,370,379
20,Gazipur,0,132,24,0,0,0,0,19,18,0,19,18
21,Gopalganj,0,9,13,0,0,0,0,125,123,0,125,123
22,Kishoreganj,0,8,4,0,0,0,0,9,8,0,9,8
23,Madaripur,0,7,6,0,0,0,0,57,63,0,57,63
24,Manikganj,0,126,38,0,0,0,0,52,65,0,52,65
25,Munshiganj,0,6,6,0,0,0,0,11,12,0,11,12
26,Narayanganj,0,5,5,0,0,0,0,32,31,0,32,31
27,Narsingdi,0,10,37,0,0,0,0,85,86,0,85,86
28,Rajbari,0,6,5,0,0,0,0,13,13,0,13,13
29,Shariatpur,0,6,3,0,62,17,0,34,,0,96,63
30,Tangail,0,0,4,0,0,0,0,0,46,0,0,16
3,Dhaka Division,0,349,258,0,83,39,0,835,16,0,918,925
31,Bagerhat,0,0,0,0,0,0,0,0,886,0,0,0
32,Chuadanga,0,0,5,0,0,0,0,7,0,0,7,9
33,Jashore,0,0,0,0,0,0,0,0,9,0,0,0
34,Jhenaidah,0,3,3,0,0,0,0,14,0,0,14,54
35,Khulna,0,3,7,0,0,0,0,2,54,0,2,17
36,Kushtia,0,6,6,0,0,0,0,13,12,0,13,12
37,Magura,0,0,46,0,0,0,0,0,368,0,0,368
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,0,6,42,0,8,2,0,8,12,0,16,14
40,Satkhira,0,84,40,0,0,0,0,354,384,0,354,384
4,Khulna Division,0,102,149,0,8,3,0,398,855,0,406,858
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensingh,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrokona,0,0,0,0,0,0,0,0,00,0,0,0
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,"Mymensingh
Division",0,0,0,0,0,0,0,0,0,0,0,0
45,Bogura,0,7,3,0,0,0,0,55,23,0,55,23
46,Joypurhat,0,0,0,0,0,0,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,1,1,0,0,29,0,4,4,0,4,4
50,Pabna,0,0,6,0,0,0,0,25,16,0,25,45
51,Rajshahi,0,2,7,0,0,0,0,17,17,0,17,17
52,Sirajganj,0,0,3,0,0,29,0,0,3,0,0,3
6,Rajshahi Division,0,10,20,0,0,0,0,101,63,0,101,92
53,Dinajpur,0,0.37,2,0,0,0,0,2,2,0,2,2
54,Gaibandha,0,0,0,0,0,0,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0,0,0,0,0,0,0
58,Panchagar,0,8,7,0,0,0,0,3,3,0,3,3
59,Rangpur,0,0,0,0,0,0,0,0,0,0,0,0
60,Thakurgaon,0,0,0,0,0,0,0,0,0,0,0,0
7,Rangpur Divison,0,8,9,0,0,0,0,5,5,0,5,5
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,0,0,0,0,0,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet Division,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,,0,640,720,0,91,99,0,1677,2167,0,1768,2266
