District/ Division,,2018-19,,,,,,,,,,,,,,,2019-20,,,,,,,,,,,,,,
,,Area,,,,,,Yield Rate,,,,,,Production,,,Area,,,,,,Yield Rate,,,,,,Production,,
,,Acres,,,Hectors,,,"Acres
(Maund)",,,"Hectors
(M. Ton)",,,(M. Ton),,,Acres,,,Hectors,,,"Acres
(Maund)",,,"Hectors
(M. Ton)",,,(M. Ton),,
1,Barguna,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0,,,0,,,,
2,Barishal,,1326,,,537,,,22.03,,,2.032,,,1090,,,1052,,,426,,,25.52,,,2.354,,,1002,
3,Bhola,,3604,,,1458,,,37.85,,,3.491,,,5092,,,4830,,,1955,,,34.15,,,3.150,,,6157,
4,Jhalokathi,,191,,,77,,,31.78,,,2.931,,,227,,,40,,,16,,,33.30,,,3.072,,,50,
5,Patuakhali,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
6,Pirojpur,,32,,,13,,,26.83,,,2.475,,,32,,,46,,,19,,,16.66,,,1.537,,,29,
1,"Barishal
Division",5153,,,2085,,,33.49,,,3.089,,,6441,,,5968,,,2415,,,32.49,,,2.997,,,7237,,
7,Bandarban,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
8,Brahmanbaria,,2928,,,1185,,,23.82,,,2.197,,,2603,,,2928,,,1185,,,24.77,,,2.285,,,2707,
9,Chandpur,,985,,,399,,,27.24,,,2.513,,,1002,,,979,,,396,,,27.71,,,2.556,,,1013,
10,Chattogram,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
11,Cumilla,,3492,,,1413,,,28.36,,,2.616,,,3696,,,1232,,,498,,,27.59,,,2.545,,,1269,
12,Cox’s Bazar,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
13,Feni,,141,,,57,,,27.95,,,2.578,,,147,,,144,,,58,,,27.32,,,2.520,,,147,
14,Khagrachari,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
15,Laxmipur,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
16,Noakhali,,5,,,2,,,21.01,,,1.938,,,4,,,3,,,1,,,21.01,,,1.938,,,2,
17,Rangamati,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
2,"Chattogram
Division",7550,,,3055,,,26.44,,,2.439,,,7452,,,5286,,,2139,,,26.04,,,2.402,,,5138,,
18,Dhaka,,758,,,307,,,29.04,,,2.679,,,822,,,372,,,150,,,27.08,,,2.498,,,376,
19,Faridpur,,63762,,,25803,,,33.35,,,3.076,,,79375,,,56919,,,23034,,,26.42,,,2.437,,,56133,
20,Gazipur,,135,,,55,,,20.23,,,1.866,,,102,,,134,,,54,,,20.23,,,1.866,,,101,
21,Gopalgonj,,17982,,,7277,,,29.52,,,2.723,,,19814,,,16678,,,6749,,,31.39,,,2.895,,,19542,
22,Kishoregonj,,2628,,,1063,,,25.1,,,2.315,,,2462,,,2471,,,1000,,,24.07,,,2.220,,,2220,
23,Madaripur,,10989,,,4447,,,35.96,,,3.317,,,14750,,,10658,,,4313,,,32.02,,,2.954,,,12738,
24,Manikgonj,,1599,,,647,,,29.21,,,2.694,,,1744,,,873,,,353,,,31.80,,,2.933,,,1036,
25,Munsigonj,,0,,,0,,,0,,,0.000,,,0,,,0,,,0,,,0.00,,,0.000,,,0,
26,Narayangonj,,0,,,0,,,0,,,0.000,,,0,,,5,,,2,,,22.56,,,2.081,,,4,
27,Narsingdi,,1263,,,511,,,25.33,,,2.336,,,1194,,,830,,,336,,,24.33,,,2.244,,,754,
28,Rajbari,,31676,,,12819,,,30.38,,,2.802,,,35921,,,29423,,,11907,,,28.80,,,2.657,,,31631,
29,Shariatpur,,9917,,,4013,,,35.12,,,3.239,,,13001,,,10003,,,4048,,,33.66,,,3.105,,,12568,
30,Tangail,,10380,,,4200,,,31.41,,,2.897,,,12169,,,10986,,,4446,,,28.39,,,2.619,,,11642,
3,"Dhaka
Division",151089,,,61143,,,32.16,,,2.966,,,181355,,,139351,,,56392,,,28.60,,,2.638,,,148745,,
31,Bagerhat,,416,,,168,,,26.80,,,2.472,,,416,,,2205,,,892,,,20.35,,,1.877,,,1675,
32,Chuadanga,,4653,,,1883,,,29.54,,,2.725,,,5131,,,2824,,,1143,,,28.64,,,2.642,,,3019,
33,Jashore,,480,,,194,,,29.22,,,2.695,,,524,,,933,,,378,,,30.61,,,2.823,,,1066,
34,Jhenaidah,,8379,,,3391,,,31.10,,,2.869,,,9727,,,10310,,,4172,,,36.50,,,3.367,,,14047,
35,Khulna,,428,,,173,,,19.78,,,1.825,,,316,,,460,,,186,,,24.31,,,2.242,,,417,
36,Kushtia,,23079,,,9340,,,38.39,,,3.541,,,33072,,,28147,,,11390,,,41.02,,,3.784,,,43098,
,,Area,,,,,,Yield Rate,,,,,,Production,,,Area,,,,,,Yield Rate,,,,,,Production,,
,,Acres,,,Hectors,,,"Acres
(Maund)",,,"Hectors
(M. Ton)",,,(M. Ton),,,Acres,,,Hectors,,,"Acres
(Maund)",,,"Hectors
(M. Ton)",,,(M. Ton),,
37,Magura,,9014,,,3648,,,28.77,,,2.654,,,9680,,,10574,,,4279,,,30.19,,,2.785,,,11916,
38,Meherpur,,19659,,,7956,,,40.37,,,3.724,,,29624,,,28856,,,11677,,,39.33,,,3.628,,,42363,
39,Narail,,3750,,,1518,,,29.98,,,2.765,,,4197,,,3522,,,1425,,,31.96,,,2.948,,,4202,
40,Satkhira,,2171,,,879,,,31.24,,,2.882,,,2532,,,1802,,,729,,,31.25,,,2.882,,,2102,
4,"Khulna
Division",72029,,,29148,,,35.41,,,3.267,,,95218,,,89633,,,36273,,,37.03,,,28.978,,,123905,,
41,Jamalpur,,10167,,,4114,,,32.01,,,2.953,,,12148,,,9753,,,3947,,,31.86,,,2.939,,,11599,
42,Mymensingh,,3226,,,1305,,,24.42,,,2.252,,,2941,,,3296,,,1334,,,27.03,,,2.493,,,3326,
43,Netrokona,,3810,,,1542,,,25.05,,,2.311,,,3563,,,3162,,,1280,,,25.90,,,2.389,,,3057,
44,Sherpur,,2561,,,1036,,,27.89,,,2.573,,,2666,,,1652,,,669,,,30.58,,,2.821,,,1886,
5,"Mymensingh
Division",19764,,,7998,,,28.9,,,2.665,,,21317,,,17863,,,7229,,,29.80,,,2.748,,,19867,,
45,Bogura,,6461,,,2615,,,28.49,,,2.628,,,6871,,,6555,,,2653,,,31.17,,,2.875,,,7627,
46,Joypurhat,,5733,,,2320,,,28.05,,,2.587,,,6003,,,5743,,,2324,,,30.29,,,2.794,,,6493,
47,Naogaon,,58630,,,23726,,,34.98,,,3.227,,,76554,,,53783,,,21765,,,35.63,,,3.286,,,71530,
48,Natore,,52861,,,21392,,,30.98,,,2.858,,,61129,,,54380,,,22006,,,31.77,,,2.930,,,64489,
49,"Chapai
Nawabganj",63391,,,25653,,,37.82,,,3.489,,,89490,,,64099,,,25939,,,37.39,,,3.449,,,89461,,
50,Pabna,,63068,,,25522,,,31.26,,,2.883,,,73591,,,64118,,,25947,,,32.04,,,2.955,,,76683,
51,Rajshahi,,61157,,,24749,,,32.20,,,2.970,,,73507,,,65098,,,26344,,,33.33,,,3.074,,,80990,
52,Sirajganj,,14653,,,5930,,,30.11,,,2.777,,,16469,,,14114,,,5712,,,29.52,,,2.723,,,15552,
6,"Rajshah
i Division",325954,,,131907,,,33.17,,,3.060,,,403614,,,327890,,,132690,,,33.73,,,3.111,,,412825,,
53,Dinajpur,,18485,,,7480,,,30.59,,,2.822,,,21107,,,16320,,,6604,,,30.91,,,2.851,,,18830,
54,Gaibandha,,8374,,,3389,,,28.89,,,2.665,,,9030,,,7952,,,3218,,,27.59,,,2.545,,,8189,
55,Kurigram,,20133,,,8147,,,33.09,,,3.052,,,24868,,,20750,,,8397,,,32.93,,,3.037,,,25506,
56,Lalmonirhat,,3901,,,1579,,,30.59,,,2.822,,,4454,,,3457,,,1399,,,30.88,,,2.848,,,3985,
57,Nilphamari,,12101,,,4897,,,32.25,,,2.975,,,14567,,,12843,,,5197,,,33.39,,,3.080,,,16007,
58,Panchagarh,,40286,,,16303,,,36.17,,,3.336,,,54391,,,43785,,,17719,,,34.09,,,3.144,,,55716,
59,Rangpur,,4192,,,1696,,,32.04,,,2.955,,,5014,,,4377,,,1771,,,35.64,,,3.287,,,5823,
60,Thakurgaon,,124138,,,50236,,,35.65,,,3.288,,,165193,,,123457,,,49960,,,38.12,,,3.516,,,175669,
7,"Rangpur
Division",231610,,,93727,,,34.54,,,3.186,,,298624,,,232941,,,94266,,,35.62,,,3.286,,,309725,,
61,Habiganj,,1206,,,488,,,19.87,,,1.833,,,894,,,722,,,292,,,19.87,,,1.833,,,536,
62,Moulvibazar,,91,,,37,,,24.18,,,2.230,,,82,,,83,,,34,,,24.48,,,2.258,,,76,
63,Sunamganj,,1349,,,546,,,28.22,,,2.603,,,1421,,,854,,,346,,,29.55,,,2.726,,,942,
64,Sylhet,,435,,,176,,,19.05,,,1.757,,,309,,,490,,,198,,,19.65,,,1.813,,,359,
8,"Sylhet
Division",3081,,,1247,,,23.54,,,2.171,,,2707,,,2149,,,870,,,23.84,,,2.199,,,1913,,
Bangladesh,,,816322,,,330348,,,33.37,,,3.078,,,1016811,,,821081,,,332274,,,33.59,,,3.098,,,1029354,
