District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,9121,7190,6667,265,0,0,12647,85671,712,12912,20000,19414
2,Barishal,8477,6623,6426,734,0,0,13252,11377,3037,13986,13509,15600
3,Bhola,9686,4965,5165,290,1766,1543,17836,21402,2387,18126,13914,13738
4,Jhallokati,4244,3301,3307,0,0,0,7545,5981,3487,7545,8600,8653
5,Patuakhali,5947,4665,4753,0,0,0,15486,11953,2841,15486,11364,13208
6,Pirojpur,12311,3383,3401,1831,2526,3405,23288,20922,25634,25119,27340,27734
1,Barishal Division,49785,30127,29719,3120,4292,4948,90054,157306,38081,93174,94427,98347
7,Bandarban,284,31,131,275,462,464,534,622,528,809,409,808
8,Brahmanbaria,1178,387,418,0,0,0,2655,6102,3934,2655,3858,3934
9,Chandpur,2536,7341,753,505,0,0,5888,9822,6689,6393,88,6689
10,Chattogram,3309,1100,5820,1161,837,1021,8089,6022,7623,9250,9491,8685
11,Cumilla,3171,981,1227,0,3108,2475,8095,7427,5461,8095,5512,5896
12,Cox’s Bazar,2940,1551,1597,5559,7773,5153,11628,7359,3461,17187,18773,6576
13,Feni,1870,593,915,0,102,102,1813,2196,1986,1813,1979,1986
14,Khagrachari,1034,725,671,51,33,33,1402,827,1517,1453,1525,1570
15,Lakshmipur,6832,1682,2213,0,0,0,10348,13036,10586,10348,10575,10586
16,Noakhali,6825,1682,1965,3086,0,0,27792,16021,22302,30878,8854,22302
17,Rangamati,1746,1651,1853,2376,19,2144,2151,2105,1440,4527,3428,3627
2,"Chattogram
Division",31724,17724,17563,13013,12334,11392,80395,71539,65527,93408,64892,72659
18,Dhaka,1226,120,147,0,109,0,2169,2670,3178,2169,2168,3178
19,Faridpur,3144,547,594,318,216,221,4945,4420,4972,5263,5326,5262
20,Gazipur,1099,523,518,78,193,99,1198,2827,1103,1276,15,1479
21,Gopalganj,2094,412,332,20,36,123,2100,7285,1725,2120,2235,1741
22,Kishoreganj,2346,293,364,82,320,272,6860,4740,1779,6942,7145,7591
23,Madaripur,3608,0,740,0,0,0,18395,6334,12913,18395,18395,12913
24,Manikganj,2364,1398,1088,386,70,78,13702,5568,13136,14088,1398,13346
25,Munshiganj,355,51,67,0,0,0,139,1274,971,139,934,971
26,Narayanganj,688,34,43,0,0,0,1725,1555,2093,1725,1053,2093
27,Narsingdi,682,73,80,0,0,0,2282,1873,1501,2282,2098,1501
28,Rajbari,4074,1784,1183,4127,5650,5187,3788,4587,3324,7915,3728,9715
29,Shariatpur,4828,0,367,0,0,0,9044,6425,4739,9044,8624,8572
30,Tangail,2482,5046,273,151,98,103,4895,3480,4739,5046,5046,4820
3,Dhaka Division,28991,10281,5796,5162,6692,6083,71242,53038,60006,76404,58165,73182
31,Bagerhat,13265,777,3884,3145,0,0,9031,17428,29135,12176,33686,29135
32,Chuadanga,872,4163,3267,1568,811,592,2586,1321,2279,4154,3798,29135
33,Jashore,2795,1107,1114,2788,3969,3985,4575,8540,6470,7363,9730,3846
34,Jhenaidah,3766,293,1123,1704,361,360,9289,23,863,10993,24054,9963
35,Khulna,7314,1215,2283,1091,985,993,10329,7637,8236,11420,11236,12180
36,Kushtia,6353,1973,1859,445,725,708,16223,13550,15850,16668,16964,10897
37,Magura,3877,211,1147,951,757,625,4112,2230,5739,5063,10484,10911
38,Meherpur,562,105,166,0,0,0,1195,711,1502,1195,1542,1502
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,1768,586,611,1163,1489,1487,7484,6408,"45588
9691",8647,8704,8275
40,Satkhira,4246,409,1331,3030,963,428,12381,4132,47736,15411,15820,17161
4,Khulna Division,44819,10839,13785,15885,10060,9178,77205,61980,3707,93090,136018,121520
41,Jamalpur,1679,901,4888,0,0,0,5363,5363,7951,5363,4659,4736
