District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,596,781,962,0,0,0,393,180,690,393,635,690
2,Barishal,1457,1794,1806,705,0,4105,5323,981,895,6028,896,5000
3,Bhola,406,457,462,0,1,707,1066,443,67,1066,547,774
4,Jhallokati,2095,2327,2332,1230,0,1207,3728,388,3593,4958,340,4800
5,Patuakhali,652,781,778,0,0,0,477,1308,594,477,1413,594
6,Pirojpur,767,1232,1241,1507,6,3055,3029,481,1578,4536,463,4633
1,Barishal Division,5972,7382,7581,3442,7,9074,14016,3781,7417,17458,4294,16491
7,Bandarban,125,123,128,36,0,147,141,8,38,177,6,185
8,Brahmanbaria,19,12,12,0,5,0,25,363,15,25,63,15
9,Chandpur,140,202,210,0,0,0,111,1340,217,111,1177,217
10,Chattogram,345,304,306,0,0,0,458,1188,1306,458,1210,1306
11,Cumilla,293,223,270,6,0,215,254,116,137,260,1133,352
12,Cox’s Bazar,232,225,203,0,86,0,462,4,506,462,90,506
13,Feni,44,35,28,0,0,0,42,553,89,42,345,89
14,Khagrachari,117,116,140,0,0,223,170,81,10,170,124,233
15,Lakshmipur,293,215,216,0,0,242,213,6,6,213,598,248
16,Noakhali,339,357,358,0,2721,0,181,365,735,181,481,735
17,Rangamati,139,146,127,18,267,12,225,47,346,243,229,358
2,"Chattogram
Division",2087,1958,2025,60,3079,839,2282,4071,3405,2342,5456,4244
18,Dhaka,116,104,21,0,6,0,248,117,231,248,178,231
19,Faridpur,638,546,488,0,144,0,669,1096,647,669,1165,647
20,Gazipur,106,76,38,15,132,291,156,435,30,171,566,321
21,Gopalganj,363,276,49,0,15,0,771,1088,1002,771,998,1002
22,Kishoreganj,182,161,66,0,0,0,350,64,483,350,63,483
23,Madaripur,135,102,36,0,605,0,757,539,815,757,2044,815
24,Manikganj,26,17,17,0,0,0,62,121,67,62,469,67
25,Munshiganj,69,53,18,0,0,0,151,49,163,151,704,103
26,Narayanganj,77,64,8,0,0,0,167,333,190,167,302,190
27,Narsingdi,63,48,26,0,9,0,119,1,259,119,101,259
28,Rajbari,320,274,103,0,8,0,467,707,642,467,592,642
29,Shariatpur,232,351,351,0,23,0,294,628,714,294,558,714
30,Tangail,308,450,1393,0,18,43,459,393,805,459,413,848
3,Dhaka Division,2637,2522,2614,15,960,334,4670,5571,6048,4685,8153,6382
31,Bagerhat,944,775,776,0,0,0,923,301,1840,923,341,1846
32,Chuadanga,143,127,130,26,484,0,462,274,521,488,963,521
33,Jashore,409,456,456,81,0,90,1334,1270,754,1415,1365,844
34,Jhenaidah,45,58,70,0,0,215,133,100,1188,133,1380,1403
35,Khulna,365,375,397,0,55,27,1739,3,1121,1739,623,1148
36,Kushtia,225,180,170,0,46,0,628,864,913,628,830,913
37,Magura,258,234,240,0,510,0,874,510,1615,874,619,1615
38,Meherpur,129,115,160,0,0,384,210,58,196,210,59,196
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,331,350,360,0,0,0,1609,1291,924,1609,1316,1308
40,Satkhira,517,424,430,0,0,716,998,793,1092,998,745,1092
4,Khulna Division,3366,3094,3189,107,585,0,8910,5464,10170,9017,8241,10886
41,Jamalpur,142,158,170,0,0,0,286,138,294,286,137,294
42,Mymensingh,779,583,550,0,1551,0,922,124,888,922,2267,888
43,Netrokona,111,387,390,0,0,0,158,63,148,158,86,148
44,Sherpur,95,150,151,0,0,0,90,16,113,90,17,113
5,"Mymensingh
Division",1127,1278,1261,0,1551,0,1456,341,1443,1456,2507,1443
45,Bogura,536,475,340,0,948,0,916,31,1282,916,153,1282
46,Joypurhat,150,151,152,0,5827,0,207,105,296,207,319,269
47,Naogaon,197,159,170,0,0,0,283,318,666,283,318,666
48,Natore,260,208,290,0,160,167,567,2313,483,567,2473,650
49,Chapai Nawabganj,78,81,82,0,0,0,113,318,355,113,318,355
50,Pabna,199,151,190,0,0,19,223,1042,418,223,1042,437
51,Rajshahi,153,134,154,0,33,0,363,2413,423,363,2446,423
52,Sirajganj,139,94,97,0,0,0,242,194,294,242,194,294
6,Rajshahi Division,1712,1453,1475,0,6968,186,2914,6734,4190,2914,13702,4376
53,Dinajpur,152,104,103,35,0,0,265,556,599,300,556,599
54,Gaibandha,45,32,40,0,0,0,92,143,150,92,143,150
55,Kurigram,73,64,65,0,0,0,60,170,177,60,170,177
56,Lalmonirhat,4,16,10,0,0,0,3,107,9,3,107,9
57,Nilphamari,39,43,40,0,0,0,117,84,98,117,84,98
58,Panchagar,67,58,62,0,0,0,124,16,177,124,16,177
59,Rangpur,47,35,44,0,0,0,42,146,160,42,146,160
60,Thakurgaon,67,54,50,0,0,0,110,29,74,110,29,74
7,Rangpur Divison,495,406,414,35,0,0,813,1251,1444,848,1251,1444
61,Habiganj,51,125,140,0,0,0,108,113,11,108,113,11
62,Moulvibazar,113,103,150,0,0,0,886,44,667,886,44,667
63,Sunamganj,83,65,70,0,0,0,119,90,8,119,90,33
64,Sylhet,91,51,51,0,0,0,88,13,92,88,13,92
8,Sylhet Division,339,344,411,0,0,25,1201,260,778,1201,260,803
BANGLADESH,,17733,18437,18970,3659,13150,11174,36262,27473,34895,39921,40623,46069
