District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,0,179,178,0,0,0,0,250,240,0,250,
2,Barishal,0,560,564,0,0,0,0,560,564,579,560,564
3,Bhola,0,225,192,0,0,0,0,162,158,156,156,160
4,Jhallokati,0,201,219,0,0,0,0,204,238,238,204,238
5,Patuakhali,0,415,409,0,0,0,0,673,688,591,591,688
6,Pirojpur,0,152,154,0,0,0,0,290,217,2110,290,217
1,Barishal Division,0,1732,1716,0,0,0,0,2139,2105,1774,2139,2107
7,Bandarban,0,0,0,0,0,0,0,0,0,0,0,0
8,Brahmanbaria,0,8,11,0,0,0,0,27,33,22,27,33
9,Chandpur,0,24,25,0,0,0,0,163,170,105,163,170
10,Chattogram,0,1850,1597,0,38,38,0,193,150,181,231,194
11,Cumilla,0,99,103,0,113,113,0,183,107,282,296,298
12,Cox’s Bazar,0,628,632,0,257,257,0,340,348,74,597,614
13,Feni,1,28,20,6,5,5,0,43,42,45,48,55
14,Khagrachari,0,24,29,0,0,0,26,22,25,19,22,25
15,Lakshmipur,0,0,13,0,0,0,38,43,44,42,43,44
16,Noakhali,0,70,73,0,0,0,271,252,593,278,252,593
17,Rangamati,0,104,108,0,92,92,326,266,271,369,358,366
2,"Chattogram
Division",7,2835,2611,55,505,505,661,1532,1783,1417,2037,2392
18,Dhaka,8,17,22,61,0,0,0,108,120,151,108,120
19,Faridpur,0,33,56,0,295,295,0,80,273,375,375,273
20,Gazipur,0,9,19,0,34,34,0,31,73,101,65,73
21,Gopalganj,0,227,212,0,306,306,0,273,265,578,579,560
22,Kishoreganj,0,3,7,0,0,0,0,29,28,30,29,28
23,Madaripur,0,28,25,0,0,0,0,184,230,265,184,230
24,Manikganj,0,15,20,0,0,0,0,48,49,43,48,49
25,Munshiganj,0,5,6,0,0,0,0,25,25,25,25,25
26,Narayanganj,0,8,9,0,14,14,0,106,102,80,120,116
27,Narsingdi,0,45,4,0,0,0,0,813,500,45,813,506
28,Rajbari,0,30,82,0,139,139,0,109,255,247,248,255
29,Shariatpur,0,32,282,0,243,243,0,69,301,161,312,313
30,Tangail,0,5,13,0,51,51,33,19,52,34,70,52
3,Dhaka Division,0,457,757,0,1082,1082,33,1894,2273,2135,2976,2600
31,Bagerhat,0,34,33,0,0,0,0,290,289,288,290,289
32,Chuadanga,0,13,32,0,0,0,0,41,43,38,41,43
33,Jashore,0,188,186,0,0,0,0,931,982,978,931,982
34,Jhenaidah,0,46,59,0,0,0,0,754,755,719,754,755
35,Khulna,0,86,25,0,0,0,0,607,618,585,607,618
36,Kushtia,0,23,34,0,0,0,0,368,345,371,368,345
37,Magura,0,236,27,0,0,0,1000,1105,1003,1002,1105,1003
38,Meherpur,0,17,17,0,0,0,48,31,32,29,31,32
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,0,66,30,0,73,43,296,257,2,332,330,45
40,Satkhira,0,3,232,0,0,0,449,469,286,449,469,461
4,Khulna Division,0,712,675,0,73,73,1793,4853,4355,4791,4926,4573
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensingh,0,0,2,0,0,0,6,7,4,5,7,4
43,Netrokona,0,0,1,0,0,0,8,10,1,9,10,1
44,Sherpur,0,0,0,0,0,0,0,0,1,0,0,1
5,"Mymensingh
Division",0,0,3,0,0,0,14,17,6,14,17,6
45,Bogura,0,9,9,0,0,0,0,70,69,70,70,69
46,Joypurhat,0,0,6,0,0,0,0,6,19,5,6,19
47,Naogaon,0,22,24,0,0,0,0,50,52,45,50,52
48,Natore,0,0,14,0,0,0,0,15,21,19,15,21
49,Chapai Nawabganj,0,0,1,0,0,0,0,3,3,3,3,3
50,Pabna,0,0,9,0,0,0,0,68,76,63,68,76
51,Rajshahi,0,12,16,0,0,0,70,80,92,76,80,92
52,Sirajganj,0,0,4,0,0,0,34,36,32,32,36,48
6,Rajshahi Division,0,43,83,0,0,0,104,328,364,313,328,380
53,Dinajpur,0,4,5,0,0,0,0,10,10,8,10,10
54,Gaibandha,0,1,1,0,0,0,0,1,1,1,1,1
55,Kurigram,0,17,4,0,0,0,0,15,16,17,15,16
56,Lalmonirhat,0,1,2,0,0,0,0,6,6,4,6,6
57,Nilphamari,0,6,5,0,0,0,0,22,19,21,22,19
58,Panchagar,0,18,18,0,0,0,0,121,134,136,121,134
59,Rangpur,0,5,5,0,0,0,10,13,16,13,13,16
60,Thakurgaon,0,1,1,0,0,0,4,4,4,4,4,4
7,Rangpur Divison,0,53,41,0,0,0,14,192,206,204,192,206
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,0,12,0,0,0,33,0,29,25,0,29
63,Sunamganj,0,0,11,0,0,0,0,0,26,0,0,26
64,Sylhet,0,0,4,0,0,0,3,6,7,6,6,7
8,Sylhet Division,0,0,27,0,0,0,36,6,62,31,6,62
BANGLADESH,,8,5832,5913,61,1660,1660,2655,10961,11154,10679,12621,12326
