District/ Division,,2017-18,,2018-19,,2019-20,
,,"Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)"
1,Barguna,0,0,90,130,95,101
2,Barishal,0,0,194,329,210,350
3,Bhola,0,0,228,406,270.80,351.83
4,Jhallokati,0,0,32,45,34,48
5,Patuakhali,0,0,75,120,81,130
6,Pirojpur,0,0,58,66,61,69
1,Barishal Division,0,0,677,1096,751.80,1049.83
7,Bandarban,0,0,12,18,11,18
8,Brahmanbaria,0,0,160,339,184,452
9,Chandpur,0,0,121,95,124.20,99.36
10,Chattogram,0,0,59,132,61,137
11,Cumilla,0,0,821,1930,760,1830
12,Cox’s Bazar,0,0,850,98,0,0
13,Feni,0,0,5,7,6,8
14,Khagrachari,0,0,78,90,84,97
15,Lakshmipur,0,0,0,0,0,0
16,Noakhali,0,0,22,23,31,28
17,Rangamati,0,0,13,20,13,21
2,Chattogram Division,0,0,2141,2752,1274.20,2690.36
18,Dhaka,0,0,1100,1681,595.10,850.65
19,Faridpur,0,0,232,364,244,343
20,Gazipur,0,0,121,127,125,128
21,Gopalganj,0,0,453,3236,518,1494
22,Kishoreganj,0,0,99,208,97,203
23,Madaripur,0,0,423,802,379,738
24,Manikganj,0,0,650,1605,659,1545
25,Munshiganj,0,0,505,991,511,998
26,Narayanganj,0,0,0,0,171,266
27,Narsingdi,0,0,1044,1611,1044,1608
28,Rajbari,0,0,301,652,552,1026
29,Shariatpur,0,0,442,644,299,472
30,Tangail,0,0,730,1617,735,1555
3,Dhaka Division,0,0,6100,13538,5929.1,11226.65
31,Bagerhat,0,0,122,142,123,143
32,Chuadanga,0,0,197,269,328,598
33,Jashore,0,0,793,2082,798,2116
34,Jhenaidah,0,0,407,927,400,910
,,"Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)","Area
(acre)","Production
(MT)"
35,Khulna,0,0,625,643,222,374
36,Kushtia,0,0,329,606,324,600
37,Magura,0,0,143,424,43,91
38,Meherpur,0,0,80,163,82,167
39,Narail,0,0,369,1091,359,1060
40,Satkhira,0,0,169,53,359.44,914.69
4,Khulna Division,0,0,3234,6400,3038.44,6973.69
41,Jamalpur,0,0,280,632,308,612
42,Mymensingh,0,0,456,688,460,702
43,Netrokona,0,0,164,211,168,331
44,Sherpur,0,0,211,690,198,551
5,Mymensingh Division,0,0,1111,2221,1134,2196
45,Bogura,0,0,32,61,55,116
46,Joypurhat,0,0,80,88,48.80,91.38
47,Naogaon,0,0,193,360,197,372
48,Natore,0,0,274,435,262,419
49,Chapai Nawabganj,0,0,140,298,148,309
50,Pabna,0,0,107,295,94,269
51,Rajshahi,0,0,120,104,150,282
52,Sirajganj,0,0,145,146,149,184
6,Rajshahi Division,0,0,1091,1787,1103.80,2042.38
53,Dinajpur,0,0,91,140,97,155
54,Gaibandha,0,0,138,187,129,169
55,Kurigram,0,0,226,180,190,163
56,Lalmonirhat,0,0,79,225,78,225
57,Nilphamari,0,0,31,51,33,54
58,Panchagar,0,0,218,411,227,432
59,Rangpur,0,0,69,58,78,65
60,Thakurgaon,0,0,183,165,184,366
7,Rangpur Divison,0,0,1035,1417,1016,1629
61,Habiganj,0,0,0,0,0,0
62,Moulvibazar,0,0,49,198,50,205
63,Sunamganj,0,0,53,55,55,63
64,Sylhet,0,0,57,39,67,62
8,Sylhet Division,0,0,159,292,172,330
BANGLADESH,,0,0,15548,29503,14419.34,28137.91
