District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,0,39,60,0,0,0,0,17,12,0,17,12
2,Barishal,0,315,352,0,0,0,0,185,235,0,185,235
3,Bhola,0,104,115,0,0,0,0,48,53,0,48,53
4,Jhallokati,0,50,75,0,0,0,0,15,26,0,15,26
5,Patuakhali,0,49,29,0,0,0,0,16,5,0,16,5
6,Pirojpur,0,124,124,0,0,0,0,64,65,0,64,65
1,Barishal Division,0,681,756,0,0,0,0,351,396,0,351,396
7,Bandarban,0,154,156,0,6,6,0,84,87,0,90,93
8,Brahmanbaria,0,9,10,0,0,0,0,5,5,0,5,5
9,Chandpur,0,7,7,0,0,4,0,11,2,0,11,6
10,Chattogram,0,122,120,0,0,45,0,94,27,0,94,72
11,Cumilla,0,42,42,0,0,0,0,31,31,0,31,31
12,Cox’s Bazar,0,84,143,0,0,4,0,188,284,0,188,288
13,Feni,0,4,28,0,0,0,0,1,6,0,1,6
14,Khagrachari,0,253,255,0,0,0,0,165,176,0,165,176
15,Lakshmipur,0,48,54,0,3,5,0,21,333,0,24,338
16,Noakhali,0,433,372,0,0,0,0,353,128,0,353,128
17,Rangamati,0,383,470,0,156,140,0,258,273,0,414,413
2,"Chattogram
Division",0,1539,1657,0,165,204,0,1211,1352,0,1376,1556
18,Dhaka,0,27,24,0,0,0,0,34,28,0,34,28
19,Faridpur,0,35,46,0,0,0,0,0,15,0,24,15
20,Gazipur,0,118,106,0,3,0,0,210,91,0,213,91
21,Gopalganj,0,69,67,0,0,0,0,6,6,0,6,6
22,Kishoreganj,0,13,13,0,0,0,0,18,18,0,18,18
23,Madaripur,0,27,33,0,0,0,0,19,44,0,19,44
24,Manikganj,0,3,3,0,0,0,0,1,1,0,1,1
25,Munshiganj,0,6,6,0,0,0,0,1,4,0,1,4
26,Narayanganj,0,29,29,0,7,7,0,33,24,0,40,31
27,Narsingdi,0,17,22,0,0,0,0,1,65,0,1,65
28,Rajbari,0,35,26,0,0,0,0,25,39,0,25,39
29,Shariatpur,0,60,62,0,0,0,0,32,18,0,32,18
30,Tangail,0,35,28,0,0,0,0,22,16,0,22,16
3,Dhaka Division,0,474,464,0,10,7,0,402,369,0,436,376
31,Bagerhat,0,157,158,0,0,0,0,148,129,0,148,129
32,Chuadanga,0,12,12,0,0,0,0,12,12,0,12,12
33,Jashore,0,26,26,0,0,0,0,49,50,0,49,50
34,Jhenaidah,0,0,17,0,0,0,0,0,25,0,0,25
35,Khulna,0,37,40,0,0,0,0,12,23,0,12,23
36,Kushtia,0,0,0,0,0,0,0,0,0,0,0,0
37,Magura,0,0,0,0,0,0,0,0,0,0,0,0
38,Meherpur,0,0,2,0,0,0,0,0,1,0,0,1
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,0,0,0,0,0,0,0,0,0,0,0,0
40,Satkhira,0,42,41,0,0,0,0,26,26,0,26,26
4,Khulna Division,0,274,295,0,0,0,0,247,266,0,247,266
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensingh,0,29,27,0,0,0,0,20,18,0,20,18
43,Netrokona,0,7,10,0,0,0,0,1,2,0,1,2
44,Sherpur,0,23,15,0,0,0,0,35,23,0,35,23
5,"Mymensingh
Division",0,59,51,0,0,0,0,56,43,0,56,43
45,Bogura,0,27,0,0,0,0,0,57,0,0,57,0
46,Joypurhat,0,0,0,0,0,0,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0,0,0,0,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0,0,0,0,0,0,0
6,Rajshahi Division,0,27,0,0,0,0,0,57,0,0,57,0
53,Dinajpur,0,0,0,0,0,0,0,0,0,0,0,0
54,Gaibandha,0,4,4,0,0,0,0,1,1,0,1,1
55,Kurigram,0,21,22,0,0,0,0,18,18,0,18,18
56,Lalmonirhat,0,20,17,0,0,0,0,14,9,0,14,9
57,Nilphamari,0,19,20,0,0,0,0,11,11,0,11,11
58,Panchagar,0,30,37,0,0,21,0,37,36,0,37,57
59,Rangpur,0,5,5,0,0,0,0,3,3,0,3,3
60,Thakurgaon,0,8,8,0,0,0,0,6,6,0,6,6
7,Rangpur Divison,0,107,113,0,0,21,0,90,84,0,90,105
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,6,6,0,0,0,0,13,13,0,13,13
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,13,13,0,0,0,0,5,5,0,5,5
8,Sylhet Division,0,19,19,0,0,0,0,18,18,0,18,18
BANGLADESH,,0,3180,3355,0,175,232,0,2432,2528,0,2631,2760
