198,",,",Amra,-,-,-,-,-,-,"2,012","2,410","2,539","2,976","3,106","2,967","2,668"
199,",,",Orange,"1,301","1,263","1,551","1,520","1,379","1,390","1,400","1,383","1,450","1,476","1,340","1,339","1,399"
200,",,",Apple,"13,346","13,174","13,285","13,772","15,110","16,260","16,181","16,093","14,943","13,306","12,552","12,390","14,201"
201,",,",Boroi,"5,634","5,095","5,229","5,862",-,-,-,-,-,-,-,-,"5,455"
202,",,",Water melon,-,-,"10,620","9,867","12,555","13,198","8,438",-,-,-,-,-,"10,936"
203,Fruit:,Melon (Bangi),-,-,"4,500","4,249","4,352","2,520",-,-,-,-,-,-,"3,905"
204,",,",Ripe Papaya,"6,032","6,359","6,269","5,892","6,217","6,550","6,463","6,822","6,827","6,031","5,606","5,535","6,217"
205,",,",Lychee,-,-,-,-,"5,445","2,985",-,-,-,-,-,-,"4,215"
206,",,",Banana: Chapa,223,227,230,237,248,271,237,221,228,232,233,235,235
207,",,",Sabri,376,383,380,391,438,426,409,400,396,469,436,398,409
208,",,",Banana: Sagar,303,307,310,314,393,355,343,336,327,321,324,326,330
209,",,","Paineapple:Cale
nder","2,933","3,275",-,-,"2,375","2,601","3,132","3,209","3,373","3,651","3,475","3,438",
,,,,,,,,,,,,,,,"3,146"
210,",,",Jaldub,"1,000","1,658","2,517","2,504","2,580","2,249","2,846","3,126","2,908","2,067","3,000",-,"2,405"
211,",,",Coconut,"2,928","3,011","3,026","3,138","3,266","3,641","3,138","3,090","3,124","3,187","3,183","3,193","3,160"
212,,Dates,"18,820","18,925","18,313","18,051","16,180","15,723","15,396","16,088","15,838","15,813","17,689","16,664","16,958"
213,",,","Tamarind with
seed","8,950","8,820","10,652","7,725","8,943","9,147","9,548","9,643","9,458","9,425","9,900","9,458",
,,,,,,,,,,,,,,,"9,306"
214,",,",without seed,"9,750","8,167",-,-,-,-,"9,250","9,250","9,250","10,513","10,583","11,875","9,830"
215,Vegetable:,Potato: Local,"2,025","1,538","1,465","1,654","1,713","1,884","2,035","2,076","2,069","2,350","2,777","2,963","2,046"
216,",,",Holland White,"1,559","1,017","1,009","1,138","1,294","1,436","1,610","1,642","1,586","1,662","2,100","2,169","1,519"
217,",,",Red,"1,711","1,081","1,078","1,204","1,310","1,534","1,628","1,634","1,636","1,776","2,168","2,413","1,598"
218,"Sweet
Potato",,"2,205","1,769","1,690","1,690","1,726","1,663","2,375","1,675","2,317","1,550",-,"3,100",
,,,,,,,,,,,,,,,"1,978"
219,Vegetable:,Brinjal,"1,860","1,829","2,226","3,036","3,371","2,934","3,375","3,455","3,751","4,048","3,464","2,894","3,020"
220,",,",Patal,"2,306","5,228","5,473","4,179","2,743","1,956","2,419","2,594","2,884","3,121","3,096","3,048","3,254"
221,",,",Chalcumra,"1,721","1,811","2,359","2,923","1,730","1,369","1,600","1,699","1,717","1,819","1,982","2,113","1,904"
222,",,",Pumpkin,"1,692","1,666","1,705","1,730","1,667","1,603","1,708","1,883","2,001","2,421","2,420","2,406","1,908"
223,",,",Lao,"1,532","1,392","1,538","1,633","1,783","1,665","1,713","1,871","1,980","2,017","1,976","1,935","1,753"
224,",,",Uchehhe,"4,726","5,932","5,546","5,126","4,290","3,299","3,916","4,611","5,060","4,953","5,351","5,557","4,864"
225,",,",Karalla,"3,424","4,435","4,926","4,445","3,196","2,729","3,502","3,901","4,229","4,075","4,008","4,325","3,933"
226,Vegetable:,Green Papaya,"1,226","1,274","1,403","1,761","2,459","2,312","2,039","1,910","1,675","1,541","1,541","1,589","1,728"
227,",,",Mukhi kachu,"2,758","2,761","1,900","1,700","4,822","3,517","3,425","3,407","3,517","4,040","4,177","4,015","3,337"
228,",,",Pani kachu,"4,500",-,-,-,"1,875","1,999","1,998","1,784","1,955","2,409","1,842","2,038","2,267"
229,",,",Kachur lati,"2,606","3,447","4,174","4,128","3,615","2,751","3,027","3,266","3,249","3,444","3,494","3,557","3,396"
230,",,",Kakrol,-,-,-,-,"3,866","2,687","2,944","3,258","3,308","3,567","3,649","3,283","3,320"
231,",,",Lady's Finger,"3,313","4,980","5,126","3,465","1,980","1,709","2,535","2,979","3,218","3,591","3,645","3,735","3,356"
