Bandarban,89,1557,11.75,183,272,23.46,259
Cumilla,1626,2581,5.00,129,1755,24.27,1590
Noakhali,13863,10515,72.56,7630,21493,19.37,15541
Feni,2,60,8.33,5,7,17.90,5
Bangladesh,15580,14713,54.01,7947,23527,19.81,17395
