District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,299,296,221,0,0,0,144,147,149,144,147,149
2,Barishal,1070,1061,985,0,0,0,927,873,928,927,873,928
3,Bhola,466,462,373,0,0,0,284,283,245,284,283,245
4,Jhallokati,159,158,143,0,0,0,111,117,86,111,117,86
5,Patuakhali,436,433,326,0,0,0,247,244,245,247,244,245
6,Pirojpur,223,221,233,0,0,0,108,111,97,108,111,97
1,Barishal Division,2654,2724,2280,0,0,0,1821,1775,1750,1821,1775,1750
7,Bandarban,138,137,103,66,67,67,223,226,205,289,293,268
8,Brahmanbaria,736,735,555,0,0,0,998,384,415,998,384,415
9,Chandpur,511,529,402,0,0,0,390,407,458,390,407,458
10,Chattogram,1611,2336,1775,15,31,31,1441,1802,1408,1456,1833,1423
11,Cumilla,1548,1673,1116,0,257,257,1257,1095,1162,1257,1352,1533
12,Cox’s Bazar,446,324,318,0,41,41,756,451,459,756,492,516
13,Feni,401,405,281,0,0,0,251,261,181,251,261,181
14,Khagrachari,930,945,730,11,11,11,660,716,723,671,727,734
15,Lakshmipur,300,296,222,0,3,3,139,170,160,139,173,160
16,Noakhali,347,354,277,0,0,0,107,112,114,107,112,114
17,Rangamati,424,428,353,98,83,83,440,440,416,538,523,508
2,"Chattogram
Division",7392,8239,6131,190,493,493,6662,6064,5701,6852,6557,6310
18,Dhaka,228,233,177,0,17,17,141,138,137,141,155,137
19,Faridpur,971,962,804,0,0,0,40,560,461,40,560,461
20,Gazipur,594,591,446,0,13,13,33,366,366,33,379,366
21,Gopalganj,614,609,527,0,0,0,300,257,395,300,257,395
22,Kishoreganj,675,670,535,0,57,57,1449,1417,1423,1449,1474,1423
23,Madaripur,943,932,696,0,0,0,31,599,599,31,599,599
24,Manikganj,263,261,201,0,3,3,42,45,47,42,48,53
25,Munshiganj,94,92,69,0,0,0,47,131,125,47,131,125
26,Narayanganj,112,115,86,0,0,0,122,125,126,122,125,126
27,Narsingdi,360,300,229,0,7,7,813,536,536,813,543,536
28,Rajbari,1937,1921,1294,0,0,0,47,2407,2422,47,2407,2563
29,Shariatpur,979,970,723,0,0,0,14,379,277,14,379,277
30,Tangail,561,730,562,0,0,0,28,533,533,28,533,533
3,Dhaka Division,8330,8511,6349,0,97,97,3107,7493,7447,3107,7590,7594
31,Bagerhat,556,536,406,0,0,0,173,187,201,173,187,201
32,Chuadanga,137,121,92,1114,113,113,641,238,141,1755,351,141
33,Jashore,911,843,638,0,0,0,968,941,990,968,941,990
34,Jhenaidah,1223,1171,1066,0,197,197,1118,1167,1199,1118,1364,1412
35,Khulna,408,409,309,0,0,0,353,356,345,353,356,345
36,Kushtia,3624,3570,3044,468,485,485,6844,7025,7026,7312,7510,7512
37,Magura,747,735,556,0,11,11,706,579,970,706,590,970
38,Meherpur,151,150,114,76,76,76,148,147,150,224,223,228
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,203,226,171,0,38,38,235,195,197,235,233,235
40,Satkhira,1150,661,861,0,419,419,1123,47,288,1123,466,700
4,Khulna Division,9111,8975,7256,1658,1339,1339,12309,10882,11507,13967,12221,12734
41,Jamalpur,1302,1324,1001,0,63,63,1689,1781,2050,1689,1844,2050
42,Mymensingh,4330,3787,2211,0,655,655,5818,2765,2997,5818,3420,3740
43,Netrokona,905,903,683,0,56,56,987,2206,1790,987,2262,1790
44,Sherpur,761,737,557,0,0,0,770,809,1120,770,809,1120
5,"Mymensingh
Division",7299,6808,4452,0,774,774,9264,7561,7957,9264,8335,8700
45,Bogura,997,989,750,0,0,0,2111,2116,2109,2111,2116,2109
46,Joypurhat,233,231,178,0,0,0,175,175,169,175,175,169
47,Naogaon,526,527,403,0,0,0,573,179,587,573,179,587
48,Natore,1411,1399,1068,0,17,17,1685,1683,3076,1685,1700,3313
49,Chapai Nawabganj,108,119,91,0,0,0,82,95,100,82,95,100
50,Pabna,805,799,566,0,0,0,814,812,838,814,812,838
51,Rajshahi,255,253,194,0,0,0,543,471,586,543,471,586
52,Sirajganj,623,618,479,0,0,0,734,656,634,734,656,634
6,Rajshahi Division,4958,5073,3729,0,17,237,6717,6187,8099,6717,6204,8336
53,Dinajpur,439,427,320,0,0,0,544,571,566,544,571,566
54,Gaibandha,403,2782,1572,0,0,0,275,276,289,275,276,289
55,Kurigram,1464,1303,996,0,0,0,1163,1170,1508,1163,1170,1508
56,Lalmonirhat,191,181,142,0,0,0,278,236,227,278,236,227
57,Nilphamari,532,490,378,0,0,0,648,674,688,648,674,688
58,Panchagar,265,262,206,0,0,0,450,420,440,450,420,440
59,Rangpur,570,590,458,0,0,0,637,799,819,637,799,819
60,Thakurgaon,190,266,203,0,0,0,351,479,492,351,479,492
7,Rangpur Divison,4053,6355,4274,0,0,0,4346,4625,5029,4346,4625,5029
61,Habiganj,746,740,565,17,11,18,2040,1955,2065,2057,1966,2083
62,Moulvibazar,346,343,262,0,0,0,503,506,508,503,506,508
63,Sunamganj,2176,2157,1954,0,6,144,1467,1475,3137,1467,1481,3281
64,Sylhet,299,320,242,0,2,0,231,239,259,231,241,259
8,Sylhet Division,3567,3647,3023,17,19,162,4241,4175,5969,4258,4194,6131
BANGLADESH,,47364,50332,37494,1865,2739,3125,48467,48762,53459,50332,51501,56584
