District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
29,Shariatpur,0,318,319,0,0,0,794,166,1269,794,166,1269
30,Tangail,1306,3168,3016,14746,64606,44340,52124,10207,11734,66870,74813,56074
3,Dhaka Division,6560,12510,11614,48944,244556,164665,192399,58945,52077,241343,303501,216742
31,Bagerhat,11,4,53,62,0,0,1965,15,3320,2027,15,3320
32,Chuadanga,273,597,30,2512,5395,1046,2950,24,605,5462,5419,1651
33,Jashore,472,54,55,5616,0,5679,5679,5,5713,11295,5,11392
34,Jhenaidah,415,23,547,5755,0,4981,7514,8,8316,13269,8,13297
35,Khulna,195,47,117,199,4155,193,4305,213,4163,4504,4368,4356
36,Kushtia,1362,277,278,24421,56640,40403,63184,20090,13326,87605,76730,53729
37,Magura,270,677,258,3148,2867,21285,6197,7643,12644,9345,10510,33929
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
38,Meherpur,1076,1080,115,4736,2867,4897,4793,7643,4800,9529,10510,9697
39,Narail,187,188,816,2785,7165,7081,4902,627,620,7687,7792,7701
40,Satkhira,468,0,218,2390,0,1591,2886,5,706,5276,5,2297
4,Khulna Division,4729,3864,2487,51624,79089,87156,104375,36273,54213,155999,115362,141369
41,Jamalpur,42,42,45,622,19676,20079,20780,594,1112,21402,20270,21191
42,Mymensingh,526,530,520,8453,72158,50057,82754,7767,5521,91207,79925,55578
43,Netrokona,0,0,20,0,0,0,16419,12528,75909,16419,12528,75909
44,Sherpur,68,69,68,768,11672,12208,10682,856,930,11450,12528,13138
5,"Mymensingh
Division",636,641,653,9843,103506,82344,130635,21745,83472,140478,125251,165816
45,Bogura,45,662,660,2046,2061,2009,15755,17172,15501,17801,19233,17510
46,Joypurhat,22,87,85,265,363,347,1851,2079,2414,2116,2442,2761
47,Naogaon,81,152,156,2071,776,770,7834,10729,10198,9905,11505,10968
48,Natore,224,641,642,6628,3989,6422,26266,27474,15363,32894,31463,21785
49,Chapai Nawabganj,146,154,153,685,789,777,2023,2075,2061,2708,2864,2838
50,Pabna,495,1347,1345,8572,9080,9130,19875,19787,19851,28447,28867,28981
51,Rajshahi,593,393,390,1906,2011,1996,9054,8497,8468,10960,10508,10464
52,Sirajganj,26,53,55,332,251,222,27990,20225,187481,28322,20476,18703
6,Rajshahi Division,1632,3489,3486,22505,19320,21673,110648,108038,92337,133153,127358,114010
53,Dinajpur,699,1788,1562,10412,25181,19516,25869,10396,6393,36281,35577,25909
54,Gaibandha,0,667,658,0,0,0,11905,11681,12014,11905,11681,12014
55,Kurigram,0,673,680,0,5444,9418,7822,2442,346,7822,7886,9764
56,Lalmonirhat,43,574,316,359,7585,6483,9891,2956,276,10250,10541,6759
57,Nilphamari,123,151,149,942,32233,32403,30668,892,964,31610,33125,33367
58,Panchagar,66,231,229,810,23789,15332,23939,1026,10410,24749,24815,25742
59,Rangpur,129,248,246,1501,15790,15086,15509,1075,1538,17010,16865,16624
60,Thakurgaon,499,1408,985,3965,8257,4026,4988,717,5066,8953,8974,9092
7,Rangpur Divison,1559,5740,4825,17989,118279,102264,130591,31185,37007,148580,149464,139271
61,Habiganj,1573,640,638,2498,18471,15504,17461,2752,5078,19959,21223,20582
62,Moulvibazar,947,1105,1366,5883,8373,7960,8481,5851,4850,14364,14224,12810
63,Sunamganj,0,390,377,0,0,0,9610,5473,6779,9610,5473,6779
64,Sylhet,308,425,420,316,3704,3951,5248,1386,1144,5564,5090,5095
8,Sylhet Division,2828,2560,2801,8697,30548,27415,40800,15462,17851,49497,46010,45266
BANGLADESH,,24731,41014,40896,228396,672444,572643,847129,365433,429113,1075525,1037877,1001756
