District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,0,0,0,0,0,0,0,0,0,0,0,0
2,Barishal,0,25,26,0,0,0,0,58,60,0,58,60
3,Bhola,0,4,4,0,0,0,0,5,1,0,5,1
4,Jhallokati,0,19,17,0,0,0,0,13,10,0,13,10
5,Patuakhali,0,10,9,0,0,0,0,8,6,0,8,6
6,Pirojpur,0,3,2,0,0,0,0,4,2,0,4,2
1,Barishal Division,0,61,57,0,0,0,0,88,79,0,88,79
7,Bandarban,0,3,3,0,0,0,0,1,1,0,1,1
8,Brahmanbaria,0,24,24,0,0,0,0,29,29,0,29,29
9,Chandpur,0,11,11,0,0,0,0,9,9,0,9,9
10,Chattogram,0,13,13,0,0,0,0,9,11,0,9,11
11,Cumilla,0,47,43,0,16,13,0,9,20,0,25,33
12,Cox’s Bazar,0,0,2,0,0,0,0,0,6,0,0,6
13,Feni,0,11,1,0,0,0,0,2,2,0,2,2
14,Khagrachari,0,4,4,0,0,0,0,2,3,0,2,3
15,Lakshmipur,0,0,7,0,0,0,0,0,6,0,0,6
16,Noakhali,0,8,8,0,0,0,0,6,1,0,6,1
17,Rangamati,0,2,2,0,0,0,0,225,1,0,1,1
2,"Chattogram
Division",0,123,117,0,16,13,0,292,89,0,84,102
18,Dhaka,0,7,7,0,0,0,0,20,20,0,20,20
19,Faridpur,0,33,31,0,0,0,0,51,53,0,51,53
20,Gazipur,0,9,21,0,0,0,0,16,16+,0,16,16
21,Gopalganj,0,25,19,0,0,0,0,65,35,0,65,35
22,Kishoreganj,0,19,17,0,0,0,0,19,14,0,19,14
23,Madaripur,0,23,13,0,0,0,0,161,90,0,161,90
24,Manikganj,0,3,3,0,0,0,0,117,4,0,117,4
25,Munshiganj,0,2,2,0,0,0,0,193,4,0,193,4
26,Narayanganj,0,8,8,0,0,0,0,30,30,0,30,30
27,Narsingdi,0,26,25,0,0,0,0,39,36,0,39,36
28,Rajbari,0,8,5,0,4,0,0,15,7,0,19,11
29,Shariatpur,0,21,21,0,0,0,0,11,44,0,11,44
30,Tangail,0,109,69,0,0,0,0,127,73,0,127,73
3,Dhaka Division,0,293,241,0,4,4,0,864,426,0,868,430
31,Bagerhat,0,0,0,0,0,0,0,0,0,0,0,0
32,Chuadanga,0,5,6,0,0,0,0,5,5,0,5,5
33,Jashore,0,32,31,0,0,0,0,120,109,0,120,109
34,Jhenaidah,0,26,25,0,0,0,0,46,46,0,46,46
35,Khulna,0,17,18,0,4,0,0,7,22,0,7,26
36,Kushtia,0,35,34,0,0,0,0,26,31,0,26,31
37,Magura,0,0,32,0,0,44,0,0,83,0,0,127
38,Meherpur,0,13,13,0,0,0,0,8,8,0,8,8
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,0,9,9,0,4,0,0,5,10,0,9,10
40,Satkhira,0,0,0,0,0,0,0,0,0,0,0,0
4,Khulna Division,0,137,168,0,4,48,0,217,314,0,221,362
41,Jamalpur,0,0,6,0,0,0,0,11,8,0,11,8
42,Mymensingh,0,13,19,0,0,0,0,8,11,0,8,11
43,Netrokona,0,19,15,0,0,0,0,24,42,0,24,42
44,Sherpur,0,14,4,0,0,0,0,3,4,0,3,4
5,"Mymensingh
Division",0,4,44,0,0,0,0,46,65,0,46,65
45,Bogura,0,6,6,0,0,0,0,7,9,0,7,9
46,Joypurhat,0,26,14,0,0,0,0,19,4,0,19,9
47,Naogaon,0,11,11,0,0,0,0,810,17,0,17,17
48,Natore,0,0,12,0,0,0,0,0,81,0,0,81
49,Chapai Nawabganj,0,34,34,0,0,0,0,43,45,0,43,45
50,Pabna,0,11,10,0,0,0,0,10,8,0,10,8
51,Rajshahi,0,96,91,0,0,0,0,70,81,0,70,81
52,Sirajganj,0,14,15,0,0,0,0,8,10,0,8,10
6,Rajshahi Division,0,198,193,0,0,5,0,967,255,0,174,260
53,Dinajpur,0,38,37,0,0,0,0,58,60,0,58,60
54,Gaibandha,0,23,22,0,0,0,0,17,17,0,17,17
55,Kurigram,0,17,16,0,0,0,0,34,34,0,34,34
56,Lalmonirhat,0,37,35,0,0,0,0,20,17,0,20,17
57,Nilphamari,0,19,18,0,0,0,0,21,19,0,21,19
58,Panchagar,0,10,10,0,0,0,0,12,12,0,12,12
59,Rangpur,0,15,15,0,0,0,0,23,22,0,23,22
60,Thakurgaon,0,30,24,0,0,0,0,38,28,0,38,28
7,Rangpur Divison,0,189,177,0,0,0,0,223,209,0,223,209
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,0,5,0,0,0,0,0,5,0,0,5
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet Division,0,0,5,0,0,0,0,0,5,0,0,5
BANGLADESH,,0,1005,1002,0,24,70,0,1680,1442,0,1704,1512
