District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
1,Barguna,0,71,72,0,0,0,0,70,39,0,70,39
2,Barishal,0,104,108,0,0,0,0,135,145,0,135,145
3,Bhola,0,7,7,0,0,0,0,4,4,0,4,4
4,Jhallokati,0,36,33,0,0,0,0,35,30,0,35,30
5,Patuakhali,0,20,21,0,0,0,0,15,14,0,15,14
6,Pirojpur,0,182,64,0,0,17,0,300,363,0,300,380
1,Barishal Division,0,420,305,0,0,17,0,559,595,0,559,612
7,Bandarban,0,16,39,0,0,5,0,7,2,0,7,7
8,Brahmanbaria,0,54,11,0,0,0,0,38,37,0,38,37
9,Chandpur,0,0,0,0,0,0,0,0,0,0,0,0
10,Chattogram,0,56,86,0,5,0,0,3,51,0,8,51
11,Cumilla,0,0,13,0,0,0,0,42,7,0,42,7
12,Cox’s Bazar,0,0,9,0,0,0,0,3,10,0,3,10
13,Feni,0,3,2,0,0,0,0,3,2,0,3,2
14,Khagrachari,0,5,95,0,0,0,0,2,5,0,2,5
15,Lakshmipur,0,0.21,14,0,0,0,0,306,8,0,306,8
16,Noakhali,0,10,0,0,0,0,0,15,4,0,15,4
17,Rangamati,0,41,37,0,25,1,0,0.001,24,0,25,25
2,"Chattogram
Division",0,185,307,0,30,6,0,419,150,0,449,156
18,Dhaka,0,16,71,0,0,0,0,70,28,0,70,28
19,Faridpur,0,120,132,0,0,17,0,273,270,0,273,287
20,Gazipur,0,6,40,0,0,0,0,40,28,0,40,28
21,Gopalganj,0,28,15,0,0,0,0,209,50,0,209,50
22,Kishoreganj,0,4,3,0,0,0,0,6,2,0,6,2
23,Madaripur,0,73,74,0,0,0,0,377,382,0,377,382
24,Manikganj,0,10,9,0,0,0,0,8,10,0,8,10
25,Munshiganj,0,4,8,0,0,0,0,8,8,0,8,8
26,Narayanganj,0,5,30,0,0,0,0,31,30,0,31,30
27,Narsingdi,0,0,0,0,0,0,0,0,0,0,0,0
28,Rajbari,0,41,47,0,0,0,0,65,47,0,65,27
29,Shariatpur,0,0,52,0,0,0,0,104,112,0,104,112
30,Tangail,0,0,1,0,0,0,0,21,2,0,21,2
3,Dhaka Division,0,307,482,0,0,17,0,1212,969,0,1212,986
31,Bagerhat,0,47,53,0,0,0,0,1152,1056,0,1152,1056
32,Chuadanga,0,0,10,0,0,0,0,12,13,0,12,13
33,Jashore,0,2,163,0,0,0,0,1415,1436,0,1415,1436
34,Jhenaidah,0,8,8,0,0,0,0,59,59,0,59,59
35,Khulna,0,5,94,0,0,0,0,8,25,0,8,25
36,Kushtia,0,6,8,0,0,0,0,58,64,0,58,64
37,Magura,0,84.36,42,0,0,124,0,944,555,0,944,679
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
39,Narail,0,270,239,0,493,320,0,493,320,0,986,640
40,Satkhira,0,0,84,0,0,0,0,0,354,0,0,354
4,Khulna Division,0,422,701,0,493,444,0,4141,3882,0,4634,4326
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensingh,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrokona,0,0,0,0,0,0,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,"Mymensingh
Division",0,0,0,0,0,0,0,0,0,0,0,0
45,Bogura,0,8,4,0,0,0,0,111,52,0,111,52
46,Joypurhat,0,0,0,0,0,0,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,0,7,0,0,0,0,0,96,0,0,96
49,Chapai Nawabganj,0,15,16,0,0,0,0,17,19,0,17,19
50,Pabna,0,0,2,0,0,0,0,13,14,0,13,14
51,Rajshahi,0,14,14,0,0,0,0,15,16,0,15,16
52,Sirajganj,0,0,1,0,0,0,0,0,10,0,0,10
6,Rajshahi Division,0,37,44,0,0,0,0,156,207,0,156,207
53,Dinajpur,0,7,1,0,0,0,0,2,2,0,2,2
54,Gaibandha,0,0,0,0,0,0,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,0,10,2,0,0,0,0,2,2,0,2,2
58,Panchagar,0,15,11,0,0,0,0,14,14,0,14,14
59,Rangpur,0,0,0,0,0,0,0,0,0,0,0,0
60,Thakurgaon,0,33,6,0,0,0,0,25,25,0,25,25
7,Rangpur Divison,0,65,20,0,0,0,0,43,43,0,43,43
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,0,0,0,0,0,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet Division,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,,0,1436,1859,0,523,484,0,6530,5846,0,7053,6330
