0,1,2,3,4,5,6,7,8,9,10,11,12,13
District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden (M.Tons)",,,"Production of Outside
Garden (M.Tons)",,,"Total Production of
Inside & Outside
Garden
(M. Tons)",,
,,2021-22,2022-23,2023-24,2021-22,2022-23,2023-24,2021-22,2022-23,2023-24,2021-22,2022-23,2 023-24
Khulna Division,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mymensingh Division,,90.00,94.08,94.08,89.12,89.656,88.14,177.88,167.338,179.84,267.00,256.99,267.98
Rajshahi Division,,1.98,2.00,2.30,0.00,0.00,0.00,6.89,7,7.40,6.89,7,7.40
Rangpur Divison,,55.63,60.00,64.28,23.9,32.508,38.26,298.26,322.09,336.46,322.16,354.598,374.72
Sylhet Division,,14.18,14.20,14.22,0.00,0.00,0.00,25.86,26.54,26.57,25.86,26.54,26.57
BANGLADESH,,456.71,470.25,479.60,1462.58,1514.85,1483.46,1194.48,1231.24,1307.52,2657.06,2746.09,"2790.9
8"
