0,1,2,3,4,5,6,7,8,9,10,11,12,13
District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden (M.Tons)",,,"Production of Outside
Garden(M.Tons)",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2021-22,2022-23,2023-24,2021-22,2022-23,2023-24,2021-22,2022-23,2023-24,2021-22,2022-23,2023-24
Mymensingh Division,,2623,2640.00,2690.00,0,0.00,0.00,8459,8545.00,8637.00,8459,8545.00,8637.00
Rajshahi Division,,948.24,955.12,958.85,0,0.00,0.00,4353.34,4319.85,4806.33,4353.34,4319.85,4806.33
Rangpur Divison,,828.60,756.46,771.43,0,0.00,0.00,4979.11,5224.10,5251.09,4979.11,5224.10,5251.09
Sylhet Division,,1175.13,1151.00,1331.00,17.47,17.50,8.25,6191.78,5947.62,5722.55,6209.25,5965.12,5730.80
BANGLADESH,,13357.29,12626.15,12824.85,951.13,858.43,687.01,53184.75,52485.50,52506.84,54135.88,53343.93,53193.85
