0,1,2,3,4,5,6,7,8,9,10,11
District/ Division,,2022-23,,,,,2023-24,,,,
,,Area,,Yield Rate,,"Producti
on",Area,,Yield Rate,,Production
,,Acres,Hectors,"Acres
(Maund)","Hectors
(M. Ton)",(M. Ton),Acres,Hectors,"Acres
(Maund)","Hectors
(M.Ton)",(M. Ton)
"Mymensingh
Division",,,,,,,181985,73648,39.12,3.608,265751
Rajshahi Division,,0,0,0,0,0,61836,25025,39.26,3.621,90617
Rangpur Division,,0,0,0,0,0,247499,100161,39.68,3.660,366576
Sylhet Division,,0,0,0,0,0,958,388,38.94,3.592,1393
Bangladesh,,,,,,,787137,318550,39.58,3.650,1162824
