District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
1,Barguna,2348,10114,8125.70,1485,240,223.71,5715,3585,7901.99,7200,3825,8125.70
2,Barishal,27465,10210,2413.00,2,4,0.00,10703,10996,7015.00,10705,11000,7015.00
3,Bhola,715,606,466.64,0,0,0.00,1513,2395,2174.60,1513,2395,2174.60
4,Jhallokati,1957,1988,2046.00,66,79,82.53,1024,1044,1190.47,1090,1123,1273.00
5,Patuakhali,4944,4939,4940.10,0,0,0.00,4045,4605,6589.22,4045,4605,6589.22
6,Pirojpur,3842,3849,3854.00,357,378,372.62,4377,4360,4381.33,4734,4738,4753.95
1,Barishal Division,41271,31706,"21845.4
4",1910,701,678.86,27377,26985,"29252.6
1",29287,27686,"29931.4
7"
7,Bandarban,2839,2850,2851.00,1571,1584,1614.58,2166,2180,2183.42,3737,3764,3798.00
8,Brahmanbaria,2856,2879,2535.77,107,86,110.62,9732,9959,"10029.5
8",9839,10045,"10140.2
0"
9,Chandpur,1054,1118,1138.90,0,0,0.00,9739,10044,"11164.0
0",9739,10044,"11164.0
0"
10,Chattogram,2583,2575,2576.68,640,710,724.40,19164,20404,"20438.6
0",19804,21114,"21163.0
0"
11,Cumilla,5878,5895,6985.00,0,0,0.00,22529,23821,"24821.0
0",22529,23821,"24821.0
0"
12,Cox’s Bazar,1192,1448,1449.93,1071,1141,1133.51,8579,8450,8581.02,9650,9591,9714.53
13,Feni,1569,1592,1587.42,933,1119,1127.32,2729,6551,2544.62,3662,7670,3671.94
14,Khagrachari,4207,4110,4986.60,6169,6533,6366.40,2945,3110,3066.07,9114,9643,9432.47
15,Lakshmipur,1923,1840,1323.90,0,0,0.00,1925,1831,1922.00,1925,1831,1922.00
16,Noakhali,730,760,791.91,0,0,0.00,6616,8703,8796.03,6616,8703,8796.03
17,Rangamati,3748,3754,3798.19,3688,3770,3657.69,2437,2481,2419.35,6125,6251,6077.04
2,"Chattogram
Division",28579,28821,"30025.3
0",14179,14943,"14734.5
2",88561,97534,"95965.6
9",102740,112477,"110700.
21"
18,Dhaka,533,551,533.17,690,692,678.78,4986,5027,4921.03,5676,5719,5599.81
19,Faridpur,1339,1355,1326.00,2259,2391,3077.34,5823,6226,6573.05,8082,8617,9650.39
20,Gazipur,1796,2371,2541.00,1004,1043,1061.68,7833,8002,8288.32,8837,9045,9350.00
21,Gopalganj,1044,1056,1087.16,240,246,373.04,3591,3817,3959.49,3831,4063,4332.53
22,Kishoreganj,644,798,936.86,234,235,223.10,10184,10917,"11834.1
1",10418,11152,"12057.2
1"
23,Madaripur,1015,1044,1048.68,365,516,664.47,7055,8567,"10549.2
3",7420,9083,"11213.7
0"
24,Manikganj,2707,2701,2501.00,1030,1049,1144.77,4474,4613,4983.41,5504,5662,6128.18
25,Munshiganj,265,269,269.83,106,108,107.61,3013,3116,3102.64,3119,3224,3210.25
26,Narayanganj,80,80,112.41,168,166,191.53,1733,1748,1976.92,1901,1914,2168.45
27,Narsingdi,996,832,831.43,226,240,260.52,4783,4789,5203.71,5009,5029,5464.23
28,Rajbari,2771,1776,1770.70,4307,3927,3539.84,12209,21608,"19495.1
6",16516,25535,"23035.0
0"
29,Shariatpur,10042,1334,1525.00,168,224,0.00,5716,4884,4837.00,5884,5108,4837.00
30,Tangail,2204,2128,2944.35,4375,2904,3076.33,13961,14012,"13849.6
7",18336,16916,"16926.0
0"
3,Dhaka Division,25436,16295,"17427.5
9",15172,13741,"14399.0
1",85361,97326,"99573.7
4",100533,111067,"113972.
75"
31,Bagerhat,383,403,549.64,117,117,124.56,1796,1870,2361.58,1913,1987,2486.14
32,Chuadanga,914,893,895.10,4480,5085,5047.30,1852,2056,2057.22,6332,7141,7104.52
33,Jashore,3653,3682,3593.25,4469,4647,4713.32,5111,5468,5582.43,9580,10115,"10295.7
5"
34,Jhenaidah,1768,1871,1901.67,7241,7451,7471.30,9874,10367,"10422.1
3",17115,17818,"17893.4
3"
35,Khulna,1336,2997,3107.04,1209,736,751.14,5902,4854,4568.48,7111,5590,5319.62
36,Kushtia,4450,3889,3921.00,13072,12392,"12304.7
2",36258,45466,"44878.2
8",49330,57858,"57183.0
0"
37,Magura,529,517,605.82,2529,2409,2583.80,4577,4394,4372.90,7106,6803,6956.70
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
38,Meherpur,6050,6048,5427.20,10935,11296,8426.37,2659,3935,3291.03,13594,15231,"11717.4
0"
39,Narail,1629,1632,1654.90,2581,2578,2522.50,5145,5197,5192.42,7726,7775,7714.92
40,Satkhira,3161,4081,4097.75,5796,6092,6183.57,4202,4284,4174.08,9998,10376,"10357.6
5"
4,Khulna Division,23873,26013,"25753.3
7",52429,52803,"50128.5
8",77376,87891,"86900.5
5",129805,140694,"137029.
13"
41,Jamalpur,2664,2635,2655.00,316,319,344.82,12476,12647,"12808.1
8",12792,12966,"13153.0
0"
42,Mymensingh,6934,6951,6994.00,506,909,954.61,21214,21864,"22911.3
9",21720,22773,"23866.0
0"
43,Netrokona,4404,4375,4519.00,195,149,102.40,28495,29539,"30324.6
0",28690,29688,"30427.0
0"
44,Sherpur,2355,2353,2365.00,196,214,221.21,11272,11373,"11443.7
9",11468,11587,"11665.0
0"
5,"Mymensingh
Division",16357,16314,"16533.0
0",1213,1591,1623.04,73457,75423,"77487.9
6",74670,77014,"79111.0
0"
45,Bogura,3148,3422,3428.41,822,618,1785.03,21612,24053,"23609.5
8",22434,24671,"25394.6
1"
46,Joypurhat,883,833,842.12,394,500,481.91,4172,5479,4944.05,4566,5979,5425.96
47,Naogaon,6061,29488,"42412.0
8",27567,33298,"322475.
19",12626,14863,"24064.1
2",40193,48161,"346539.
31"
48,Natore,4083,3881,7739.88,13808,8359,"18788.1
4",47206,13297,"18072.5
0",61014,21656,"36860.6
4"
49,Chapai Nawabganj,63886,65905,"66133.4
7",119801,130699,"103518.
44",13587,14062,"13835.2
4",133388,144761,"117353.
68"
50,Pabna,2480,2305,2352.00,7283,7341,7402.15,27472,27747,"28707.4
2",34755,35088,"36109.5
7"
51,Rajshahi,35724,35764,"36147.3
1",168459,161357,"159518.
28",77513,78926,"76774.9
1",245972,240283,"236293.
19"
52,Sirajganj,772,764,744.63,329,363,404.42,23218,20951,"19943.4
1",23547,21314,"20347.8
3"
6,Rajshahi Division,117037,142362,"159799.
90",338463,342535,"614373.
56",227406,199378,"209951.
23",565869,541913,"824324.
79"
53,Dinajpur,1534,9310,7302.00,15820,16627,"15371.3
1",25976,28206,"23662.6
9",41796,44833,"39034.0
0"
54,Gaibandha,1818,1807,1694.36,37,48,72.44,13462,13837,"13694.4
5",13499,13885,"13766.8
9"
55,Kurigram,1173,863,770.79,316,626,565.32,10728,11039,"12041.0
6",11044,11665,"12606.3
8"
56,Lalmonirhat,899,905,907.83,2282,2298,2293.99,3428,3437,3418.51,5710,5735,5712.50
57,Nilphamari,595,687,684.09,1254,1302,1178.35,8966,9149,8284.07,10220,10451,9462.42
58,Panchagar,1934,1901,1930.10,5919,5789,5754.44,9937,9720,9653.44,15856,15509,"15407.8
8"
59,Rangpur,951,976,1100.36,6543,6570,6234.41,17134,17255,"16364.5
9",23677,23825,"22599.0
0"
60,Thakurgaon,4179,3725,4149.45,11449,12201,"12078.8
1",17518,18468,"18228.9
6",28967,30669,"30307.7
7"
7,Rangpur Divison,13083,20174,"18538.9
8",43620,45461,"43549.0
7",107149,111111,"105347.
77",150769,156572,"148896.
84"
61,Habiganj,17256,13353,"12691.3
6",2546,1206,429.77,33547,21850,"19001.9
8",36093,23056,"19431.7
5"
62,Moulvibazar,777,1065,765.38,165,169,160.09,5773,5968,5226.01,5938,6137,5386.10
63,Sunamganj,1667,1394,1397.00,3410,0,0.00,10505,6122,6133.00,13915,6122,6133.00
64,Sylhet,1487,1557,1497.00,115,310,568.21,4863,4398,7451.79,4978,4708,8020.00
8,Sylhet Division,21187,17369,"16350.7
4",6236,1685,1158.07,54688,38338,"37812.7
8",60924,40023,"38970.8
5"
BANGLADESH,,286823,299054,"306274.
32",473222,473460,"740644.
71",741375,733986,"742292.
33",1214597,1207446,"1482937
.04"
