District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
31,Bagerhat,32.73,32.83,33.76,0,0.00,0.00,260.19,209.00,165.64,260.19,209.00,165.64
32,Chuadanga,3.96,3.90,3.93,0,0.00,0.00,16.02,16.00,15.72,16.02,16.00,15.72
33,Jashore,81.06,80.40,79.42,29.95,28.43,6.77,228.54,227.57,231.88,258.49,256.00,238.65
34,Jhenaidah,32.25,34.70,36.07,25.47,0.00,0.00,48.23,73.00,76.75,73.70,73.00,76.75
35,Khulna,47.32,51.38,51.01,0,0.00,0.00,121.13,132.00,128.97,121.13,132.00,128.97
36,Kushtia,4,3.00,3.00,0,0.00,0.00,31,20.00,18.53,31,20.00,18.53
37,Magura,15.80,17.07,16.25,0,0.00,0.00,100.55,98.00,101.08,100.55,98.00,101.08
38,Meherpur,3.20,3.09,3.48,0,0.00,0.00,1.77,2.00,2.14,1.77,2.00,2.14
39,Narail,62.55,68.75,61.26,0,0.00,0.00,26,26.00,28.10,26,26.00,28.10
40,Satkhira,77.77,78.63,79.77,14.33,0.00,0.00,98.36,114.00,114.65,112.69,114.00,114.65
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
4,Khulna Division,360.64,373.75,367.95,69.75,28.43,6.77,931.79,917.57,883.46,1001.54,946.00,890.23
41,Jamalpur,210,201.00,201.00,0,0.00,0.00,1096,1136.00,1133.00,1096,"1136.0
0","1133.0
0"
42,Mymensingh,548,551.00,551.00,0,0.00,0.00,2187,2111.00,2114.00,2187,"2111.0
0","2114.0
0"
43,Netrokona,118,201.00,130.00,0,0.00,0.00,914,968.00,975.00,914,968.00,975.00
44,Sherpur,53,52.48,52.00,0,0.00,0.00,490,489.00,498.00,490,489.00,498.00
5,Mymensingh Division,929,1005.48,934.00,0,0.00,0.00,4687,4704.00,4720.00,4687,"4704.0
0","4720.0
0"
45,Bogura,110,110.20,109.00,0,0.00,0.00,408,480.00,492.00,408,480.00,492.00
46,Joypurhat,27,29.80,30.00,0,0.00,0.00,173.55,194.00,187.00,173.55,194.00,187.00
47,Naogaon,56,61.40,58.00,29.53,29.34,38.56,376.47,399.66,531.44,406,429.00,570.00
48,Natore,13.34,21.00,26.00,0,5.91,4.67,167.78,167.09,168.33,167.78,173.00,173.00
49,Chapai Nawabganj,0.10,0.10,0.20,0,0.00,0.00,0.39,0.41,1.00,0.39,0.41,1.00
50,Pabna,3.55,3.40,3.00,0,0.00,0.00,27,28.00,31.00,27,28.00,31.00
51,Rajshahi,39.89,40.30,31.00,0,0.00,0.00,147.68,145.00,128.00,147.68,145.00,128.00
52,Sirajganj,21.00,21.00,21.00,0,0.00,0.00,284,281.00,313.00,284,281.00,313.00
6,Rajshahi Division,270.88,287.20,278.20,29.53,35.25,43.23,1584.87,1695.16,1851.77,1614.40,"1730.4
1","1895.0
0"
53,Dinajpur,57.78,56.00,42.00,0,0.00,0.00,325.79,338.00,243.00,325.79,338.00,243.00
54,Gaibandha,34.10,31.05,20.14,0,0.00,0.00,274.86,190.81,223.40,274.86,190.81,223.40
55,Kurigram,26.86,32.75,32.07,0,0.00,0.00,279.55,184.29,174.20,279.55,184.29,174.20
56,Lalmonirhat,172.44,191.87,192.44,0,0.00,0.00,752.3,772.92,853.57,752.30,772.92,853.57
57,Nilphamari,48.21,49.51,50.88,0,0.00,6.13,454.69,439.85,428.86,454.69,439.85,434.99
58,Panchagar,45.90,46.23,47.54,0,0.00,0.00,345.07,365.40,400.77,345.07,365.40,400.77
59,Rangpur,19.25,19.40,19.80,0,0.00,0.00,237,247.23,275.57,237,247.23,275.57
60,Thakurgaon,23.06,23.79,22.09,0,0.00,0.00,460.41,251.31,256.44,460.41,251.31,256.44
7,Rangpur Divison,427.60,450.60,426.96,0,0.00,6.13,3129.67,2789.81,2855.81,3129.67,"2789.8
1","2861.9
4"
61,Habiganj,20.27,40.40,47.73,0,0.00,0.00,41.37,61.83,47.08,41.37,61.83,47.08
62,Moulvibazar,149.78,188.54,171.51,0,0.00,0.00,599.46,520.45,520.24,599.46,520.45,520.24
63,Sunamganj,266,120.00,121.00,0,0.00,0.00,665,669.00,694.00,665,669.00,694.00
64,Sylhet,144.21,156.55,121.43,0,13.79,18.09,311.60,337.22,223.46,311.60,351.01,241.55
8,Sylhet Division,580.26,505.49,461.67,0,13.79,18.09,1617.43,1588.50,1484.78,1617.43,"1602.2
9","1502.8
7"
BANGLADESH,,5205.25,5101.22,4794.43,442.05,348.94,232.71,18406.58,"18147.4
6","18593.2
6","18848.6
3","18496.
40","18825.
97"
