Variety,2021-22,,2022-23,,"Percentage changes
over previous year"
,"Yield per acre
(Maunds)","Yield per
hector
(M. Ton)","Yield per acre
(Maunds)","Yield per
hector
(M. Ton)",
Local,19.92,1.837,20.67,1.906,(+) 3.75%
HYV,43.99,4.057,44.89,4.140,(+) 2.04%
Hybrid,50.74,4.680,51.48,4.748,(+) 1.45%
"Total (Local+ HYV+
Hybrid)",45.46,4.193,46.41,4.280,(+) 2.07%
