District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
41,Jamalpur,0,47.00,47.00,0,10.65,13.64,0,0.35,0.35,0,11.00,14.00
42,Mymensingh,0,384.00,386.00,0,2049.50,1494.50,0,46.42,14.50,0,2095.92,1509.00
43,Netrokona,0,0.00,3.00,0,0.00,0.16,0,0.00,0.84,0,0.00,1.00
44,Sherpur,25,49.12,52.00,136,1951.13,702.50,0,10.14,0.50,136,1961.27,703.00
5,"Mymensingh
Division",25,480.12,488.00,136,4011.28,2210.80,0,56.91,16.19,136,4068.19,2226.99
45,Bogura,1,42.00,35.00,1,106.62,66.70,0,3.11,4.30,1,109.73,71.00
46,Joypurhat,0,23.00,23.00,0,39.76,69.40,0,3.77,3.60,0,43.53,73.00
47,Naogaon,34,110.00,84.00,222,162.18,444.47,1,0.99,9.53,223,163.17,454.00
48,Natore,30,99.00,101.00,98,160.70,167.24,9,19.84,20.76,107,180.54,188.00
49,Chapai Nawabganj,46,64.00,59.00,26,118.67,108.50,3,19.50,15.85,29,138.17,124.35
50,Pabna,5,7.00,4.00,9.71,21.46,8.70,0,5.52,0.30,9.71,26.98,9.00
51,Rajshahi,322,303.00,309.00,494,363.24,453.77,183,13.13,25.23,677,376.37,479.00
52,Sirajganj,2,16.00,30.00,0,0.00,0.00,12,4.10,4.00,12,4.10,4.00
6,Rajshahi Division,440,664.00,645.00,850.71,972.63,"1318.7
8",208,69.96,83.57,1058.71,1042.59,1402.35
53,Dinajpur,107,121.00,123.00,280,130.57,189.67,3,6.54,93.52,283,137.11,283.19
54,Gaibandha,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
55,Kurigram,2,1.12,1.51,0.21,0.54,0.58,1.79,4.17,3.01,2,4.71,3.59
56,Lalmonirhat,96,108.89,111.14,57,83.08,85.95,1,3.50,4.39,58,86.58,90.34
57,Nilphamari,24,24.52,25.31,34,41.42,42.93,2,3.04,3.01,36,44.46,45.94
58,Panchagar,30,40.41,39.73,11,55.52,58.92,70,40.00,40.45,81,95.52,99.37
59,Rangpur,38,41.83,42.72,125,81.50,85.91,0,4.09,4.44,125,85.59,90.35
60,Thakurgaon,40,131.39,131.39,178,151.80,208.42,17,84.00,60.49,195,235.80,268.91
7,Rangpur Divison,337,469.16,474.80,685.21,544.43,672.38,94.79,145.34,209.31,780,689.77,881.69
61,Habiganj,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
62,Moulvibazar,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
63,Sunamganj,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
64,Sylhet,1,10.89,10.89,21,16.05,9.27,0,0.97,0.63,21,17.02,9.90
8,Sylhet Division,1,10.89,10.89,21,16.05,9.27,0,0.97,0.63,21,17.02,9.90
BANGLADESH,,13256,4456.81,4184.23,4112.92,9119.28,7711.02,2388.79,1149.86,1174.99,6501.71,10269.14,8886.00
